id		description		product_type		netto_content		unit_of_measure		brutto_weight		length		depth		height		assortm_code
416027		TABLET MELK GEBR.NOOT		0167 Repen en tabletten		100		GR		104		19		7.5		1		1
163037		TUC		0171 Zoute biskwie		100		GR										1
302198		TUC MINIBITES ORIGINAL		0171 Zoute biskwie		100		GR		106		16		3		23		1
313984		TUC KAAS		0171 Zoute biskwie		100		GR		103		16		5		7		1
319743		TUC BREAK ORIGINAL		0171 Zoute biskwie		8		ST		277		22		5.5		11.5		1
612817		TUC BACON		0171 Zoute biskwie		100		GR		112		16		5		7		1
612827		TUC PAPRIKA		0171 Zoute biskwie		100		GR		107		16		5		7		1
318604		CRACKERS TOMAAT BASILICUM		0173 Toast		250		GR										1
663520		CRACKERS OLIJFOLIE&OREGANO		0173 Toast		250		GR		270		23		5		11.5		1
719147		CRACKERS NATUREL		0173 Toast		250		GR		274		22		5.5		11.5		1
343283		MALIBU & COLA		0205 Premix en aperitief		250		ML										2
302116		BLANKE ROZIJNEN		0038 Zuidvruchten		375		GR		385		16		4		20		1
302128		GEDROOGDE ABRIKOZEN		0038 Zuidvruchten		375		GR		383		16		4		20		1
302129		GEDROOGDE PRUIMEN ZONDER PIT		0038 Zuidvruchten		375		GR		383		16		4		20		1
302120		TUTTI FRUTTI		0038 Zuidvruchten		375		GR		383		16		4		20		1
302121		KRENTEN		0038 Zuidvruchten		250		GR		258		16		4		20		1
318870		SULTANA ROZIJNEN		0038 Zuidvruchten		375		GR		387		15.5		7.5		20		1
319466		ENGELSE DROP		0163 Drop verpakt		600		GR										
310529		ENGELSE DROP		0163 Drop verpakt		400		GR		397		14		22		2.5		1
310521		MUNT DROP		0163 Drop verpakt		400		GR		396		22		15		2		1
310522		HONINGDROP		0163 Drop verpakt		400		GR		410		16		22.5		2.5		1
310918		ZOUTE DROPMIX		0163 Drop verpakt		400		GR		408		14		2.5		21		1
310919		ZOETE DROPMIX		0163 Drop verpakt		400		GR		384		14		2.5		21		1
404027		DROP EUROMIX		0163 Drop verpakt		750		GR										4
797302		ZACHT ZOETE DROP		0163 Drop verpakt		500		GR										4
302776		WINEGUMS		0164 Snoep verpakt		400		GR		419		14		2.5		21		1
302826		GOMBALLEN		0164 Snoep verpakt		400		GR		404		14		2.5		21		1
302838		HOESTMELANGE		0164 Snoep verpakt		400		GR		409		14		2.5		21		1
302831		TUM TUM		0164 Snoep verpakt		400		GR		393		14		2.5		21		1
318746		ENGLISH WINEGUMS		0164 Snoep verpakt		500		GR										4
310520		GRIOTTEN		0164 Snoep verpakt		400		GR		406		14		2.5		21		1
403762		JELLY BEANS ZOET		0164 Snoep verpakt		200		GR										
302771		TUMTUM PIRATENKISTJES		0168 Uitdeel spek en lollies		140		GR		179		16		23		4		1
395326		GELDERSE ROOKWORST		0102 Rookworst		275		GR		262		15		3		14		1
395338		GELDERSE ROOKWORST DUO		0102 Rookworst		200		GR		220		24		8		2.5		1
391936		RUNDER ROOKWORST		0102 Rookworst		275		GR		272		15		3		14		1
391948		MAGERE ROOKWORST		0102 Rookworst		275		GR		288		15		3		14		1
300572		GELDERSE ROOKWORST		0102 Rookworst		375		GR										2
300295		MAGERE ROOKWORST DUO.		0102 Rookworst		200		GR		214		24		8		3		1
300208		MAGERE  ROOKWORST		0102 Rookworst		375		GR										2
319598		GELDERSE ROOKWORST		0102 Rookworst		225		GR										4
392533		ACHTERHAM		0400 Vleeswaren gesneden zav		150		GR										4
305874		SALAMI GESNEDEN 150 GR		0400 Vleeswaren gesneden zav		150		GR										4
305876		GEBRADEN GEHAKT GESN. 150 GR		0400 Vleeswaren gesneden zav		150		GR										4
993413		SNIJWORST		0400 Vleeswaren gesneden zav		150		GR										4
993414		BOTERHAMWORST		0400 Vleeswaren gesneden zav		150		GR										4
993415		ONTBIJTSPEK VACUUM		0400 Vleeswaren gesneden zav		150		GR										4
993416		SCHOUDERHAM		0400 Vleeswaren gesneden zav		150		GR										4
303028		SPEKREEPJES		0401 Spekprodukten		250		GR										4
597189		WESTFAALSE METWORST		0404 Droge worst		400		GR										4
597180		SALAMI VACUUM		0404 Droge worst		250		GR										1
732778		ROTTERDAMMERTJE ZAV		0404 Droge worst		150		GR										4
349809		HALFVOLLE KOFFIEMELK		0180 Koffiemelk		465		ML										2
349814		VOLLE KOFFIEMELK		0180 Koffiemelk		469		ML										2
262230		KARNEMELK PAK		0340 Melk dagvers		1000		ML		1060		7.5		7.5		23.5		1
391486		VOLLE MELK		0340 Melk dagvers		1000		ML		1066		7.5		7.5		23.5		1
391828		KARNEMELK		0340 Melk dagvers		1000		ML		1063		7.5		7.5		23.5		1
391820		HALFVOLLE MELK		0340 Melk dagvers		1000		ML		1065		7.5		7.5		23.5		1
332290		HALFVOLLE MELK		0340 Melk dagvers		1000		ML		1068		7.5		7.5		23.5		1
597174		HALFVOLLE MELK BIO		0340 Melk dagvers		1000		ML										2
597175		BIO KARNEMELK		0340 Melk dagvers		1000		ML										2
599533		CALCIUM MELK		0340 Melk dagvers		1000		ML										2
599534		HALFVOLLE MELK		0340 Melk dagvers		1000		ML										2
599535		VOLLE MELK		0340 Melk dagvers		1000		ML										2
599536		BOEREN KARNEMELK		0340 Melk dagvers		1000		ML										2
599560		KARNEMELK		0340 Melk dagvers		1000		ML										2
599782		HALFVOLLE MELK LACTOSE VRIJ		0340 Melk dagvers		1000		ML										2
262231		MAGERE YOGHURT		0341-Vla, yoghurt & pap		1000		ML										1
396788		VOLLE YOGHURT		0341-Vla, yoghurt & pap		1000		ML		1063		7.5		7		23.5		1
391829		MAGERE YOGHURT		0341-Vla, yoghurt & pap		1000		ML		1066		7.5		7		23.5		1
303651		VANILLE VLA		0341-Vla, yoghurt & pap		1000		ML		1092		7.5		7		23.5		1
303383		KWARKYOGHURT PERZ/MARACUJA		0341-Vla, yoghurt & pap		1000		ML										2
303384		KWARKYOGHURT AARDBEI		0341-Vla, yoghurt & pap		1000		ML										2
332293		VANILLE VLA		0341-Vla, yoghurt & pap		1000		ML		1097		7.5		7		23.5		1
593300		DUBBELVLA VANILLE/CHOCO		0341-Vla, yoghurt & pap		1000		ML		1101		7.5		7		23.5		1
593302		DUBBELVLA  AARDBEI/VANILLE		0341-Vla, yoghurt & pap		1000		ML		1105		7.5		7		23.5		1
597633		BIO FRUITYOGHURT AARD/VANILLE		0341-Vla, yoghurt & pap		1000		ML										1
597733		BIO VANILLE YOGHURT		0341-Vla, yoghurt & pap		1000		ML		1112		7.5		7		23.5		1
597176		BIO MAGERE YOGHURT		0341-Vla, yoghurt & pap		1000		ML		1077		7.5		7		23.5		1
599480		BANAANYOGHURT 0% VET		0341-Vla, yoghurt & pap		1000		ML		1098		7.5		7.5		23.5		1
599481		RIJSTEPAP APPEL/KANEEL		0341-Vla, yoghurt & pap		500		ML										1
599482		BLOEMPAP		0341-Vla, yoghurt & pap		500		ML										2
599483		FRUITVLA APPEL/KANEEL		0341-Vla, yoghurt & pap		1000		ML										1
599497		BOLLETJESVLA VANILLE		0341-Vla, yoghurt & pap		1000		ML		1111		7.5		7.5		23.5		1
599498		PERZIKYOGHURT 0% VET		0341-Vla, yoghurt & pap		1000		ML										1
599499		AARDBEIYOGHURT 0% VET		0341-Vla, yoghurt & pap		1000		ML		1085		7.5		7.5		23.5		1
599490		RIJSTEPAP		0341-Vla, yoghurt & pap		1000		ML										2
599491		GRIESMEELPAP		0341-Vla, yoghurt & pap		500		ML		525		10		10		13		1
599492		HAVERMOUTPAP		0341-Vla, yoghurt & pap		500		ML		519		9.5		9.5		12.5		1
599493		RIJSTEPAP		0341-Vla, yoghurt & pap		500		ML		516		9.5		9.5		12.5		1
599494		GORTEPAP		0341-Vla, yoghurt & pap		500		ML										1
599495		FRUITVLA RUM/ROZIJN		0341-Vla, yoghurt & pap		1000		ML										2
599407		GORTEPAP		0341-Vla, yoghurt & pap		1000		ML										2
599408		DUBBELVLA VAN/CHOCO		0341-Vla, yoghurt & pap		500		ML										2
599400		PEREN SMAAK VLA		0341-Vla, yoghurt & pap		1000		ML										2
599401		BANAAN SMAAK VLA		0341-Vla, yoghurt & pap		1000		ML		1097		7.5		7.5		23.5		1
599403		AARDBEI SMAAK VLA		0341-Vla, yoghurt & pap		1000		ML										1
599404		HV VANILLE YOGHURT		0341-Vla, yoghurt & pap		500		ML										2
599405		HALFVOLLE VANILLE YOGHURT		0341-Vla, yoghurt & pap		1000		ML		1092		7.5		7.5		23.5		1
599532		HOPJESVLA		0341-Vla, yoghurt & pap		500		ML										2
599548		HALFVOLLE YOGHURT		0341-Vla, yoghurt & pap		1000		ML		1070		7.5		7.5		23.5		1
599549		MAGERE YOGHURT		0341-Vla, yoghurt & pap		500		ML										2
599540		CHOCOLADE VLA		0341-Vla, yoghurt & pap		500		ML										2
599541		VANILLE VLA		0341-Vla, yoghurt & pap		500		ML										2
599542		VOLLE YOGHURT		0341-Vla, yoghurt & pap		500		ML										2
599544		VANILLE VLA		0341-Vla, yoghurt & pap		1000		ML		1098		7.5		7.5		23.5		1
599546		MAGERE YOGHURT		0341-Vla, yoghurt & pap		1000		ML		1070		7.5		7.5		23.5		1
599557		VOLLE YOGHURT		0341-Vla, yoghurt & pap		1000		ML		1065		7.5		7.5		23.5		1
599552		HV VANILLEYOGHURT FRAMBOOS		0341-Vla, yoghurt & pap		1000		ML										2
599569		KWARKYOGHURT BANAAN		0341-Vla, yoghurt & pap		1000		ML										2
599652		GRIESMEELPAP		0341-Vla, yoghurt & pap		1000		ML										2
599703		BIO FRUITYOGHURT SEIZOEN		0341-Vla, yoghurt & pap		1000		ML										2
599975		STROOPWAFELVLA		0341-Vla, yoghurt & pap		1000		ML										2
599087		ROZE KOEKVLA		0341-Vla, yoghurt & pap		1000		ML										2
599009		VANILLE VLA 0% VET		0341-Vla, yoghurt & pap		1000		ML		1085		7.5		7		23.5		1
599203		BOLLETJESVLA TOFFE CRUNCH		0341-Vla, yoghurt & pap		1000		ML										
599204		KANDIJKOEKVLA		0341-Vla, yoghurt & pap		1000		ML										
993597		HALFVOLLE VANILLE YOGHURT		0341-Vla, yoghurt & pap		1000		ML		1096		7.5		7		23.5		1
399961		BREAKER AARDBEI		0342-Zuiveldranken		200		ML		219		10		4		17.5		1
304219		FRAMBOOS		0342-Zuiveldranken		1000		ML		1069		7		7		23.5		1
304210		LIMOEN		0342-Zuiveldranken		1000		ML		1063		7		7		23.5		1
593271		AARDBEI/KERS		0342-Zuiveldranken		1000		ML										1
597734		BIO DRINKYOGH.FRAMB/ZW.BES		0342-Zuiveldranken		1000		ML										2
597207		ZIN! RODE VRUCHTEN		0342-Zuiveldranken		1000		ML										2
597346		BREAKER BANAAN		0342-Zuiveldranken		200		ML		213		10		4		17.5		1
599523		SEATTLE LATTE		0342-Zuiveldranken		220		ML										2
793204		BORDEAUX SUPERIEUR AC		0200 Wijnen rood		750		ML		1149		7		7		30		1
793233		CABERNET SAUVIGNON RESERVA		0200 Wijnen rood		750		ML										2
794765		CABERNET MERLOT		0200 Wijnen rood		750		ML										2
794777		REQUENA TINTO		0200 Wijnen rood		750		ML										2
794983		AOC CORBIERES ROUGE		0200 Wijnen rood		1000		ML										1
794322		HUISWIJN ROOD		0200 Wijnen rood		250		ML		459		5.5		5.5		20.5		1
795111		BARDOLINO VILLA MONDI		0200 Wijnen rood		750		ML										2
796234		COTES DE VENTOUX		0200 Wijnen rood		750		ML										2
797824		SAILING CABERNET SHIRAZ		0200 Wijnen rood		750		ML										2
797867		CABERNET SAUVIGNON		0200 Wijnen rood		750		ML										2
797102		CABERNET MERLOT		0200 Wijnen rood		750		ML										2
798612		CABERNET SYRAH VDP D'OC		0200 Wijnen rood		750		ML										2
798640		SHIRAZ RED		0200 Wijnen rood		750		ML		1311		8.5		8.5		30.5		1
944761		CABERNET SAUVIGNON		0200 Wijnen rood		750		ML		1212		7.5		7.5		30.5		1
118466		GRUNER VELTLINER		0201 Wijnen wit		750		ML		1176		7.5		7.5		33		1
163324		CHARDONNAY		0201 Wijnen wit		750		ML		1157		7		7		31		2
299542		CHARDONNAY		0201 Wijnen wit		750		ML		1167		8		8		30		1
397674		CHENIN BLANC		0201 Wijnen wit		750		ML										2
397781		SAUVIGNON BLANC		0201 Wijnen wit		750		ML										2
397723		ALTER GENIESSER		0201 Wijnen wit		1000		ML										2
599524		MACCHIATO CARAMEL		0342-Zuiveldranken		220		ML										2
599615		M&F AARDBEI/BANAAN		0342-Zuiveldranken		1000		ML		1096		7.5		7		23.5		1
599616		M&F SINAASAPPEL		0342-Zuiveldranken		1000		ML		1065		7.5		7.5		23.5		1
599627		M&F AARDBEI/KERS		0342-Zuiveldranken		1000		ML		1092		7.5		7		23.5		1
599628		M&F MANGO		0342-Zuiveldranken		1000		ML		1095		7.5		7		23.5		1
599629		M&F BANAAN		0342-Zuiveldranken		1000		ML		1097		7.5		7		23.5		1
599620		M&F AARDBEI/KERS		0342-Zuiveldranken		500		ML										2
599621		M&F MANGO		0342-Zuiveldranken		500		ML										2
599784		MANGO/PASSIE		0342-Zuiveldranken		1000		ML		1065		7		7		23.5		1
599725		BIO DRINKYOGH.LIMOEN/MUNT		0342-Zuiveldranken		1000		ML										2
599804		BREAKER FRAMBOOS		0342-Zuiveldranken		200		ML		191		10		4		17.5		1
599025		BREAKER HIGH PROTEIN MANGO PAS		0342-Zuiveldranken		200		ML										2
599026		BREAKER HIGH PROTEIN VANILLE		0342-Zuiveldranken		200		ML		215		10		4		17.5		1
599045		BANAAN / KIWI		0342-Zuiveldranken		1000		ML		1064		7		7		23.5		1
599543		KANT EN KLARE SLAGROOM		0344-Slagroom		500		ML		280		9.5		9.5		12.5		1
349815		VOLLE MELK UHT		0351 Melkdranken houdbaar		1000		ML										2
349816		HALFVOLLE MELK UHT		0351 Melkdranken houdbaar		1000		ML										2
193454		ROLCONTAINER SUPPLIER				1		ST										
304825		NASI GORENG		0034 Rijst		275		GR										2
304055		COUSCOUS MAROC		0034 Rijst		275		GR		310		12		4		16		1
300596		PANKLAAR TOVERRIJST		0034 Rijst		270		GR										2
302006		TOVERRIJST EXTRA		0034 Rijst		400		GR		410		9.5		3.5		17.5		1
318442		BASMATI RIJST EXTRA		0034 Rijst		400		GR										4
318443		PANDAN RIJST EXTRA		0034 Rijst		400		GR										4
318143		TOVERRIJST BUILTJES		0034 Rijst		2		ST		268		12		3		16		1
319609		BIOLOGISCHE QUINOA		0034 Rijst		275		GR		298		9.5		3.5		17.5		1
319249		PANDAN RIJST		0034 Rijst		750		GR										2
319240		BASMATIRIJST		0034 Rijst		750		GR										2
319241		ROERBAKRIJST RISOTTO		0034 Rijst		350		GR										2
319340		ZILVERVLIESRIJST BUILTJES		0034 Rijst		250		GR		272		12		3		16		1
319345		MINUUTJE ZILVERVLIESRIJST		0034 Rijst		250		GR										1
403432		ZILVERVLIESRIJST QUINOA		0034 Rijst		275		GR										2
403511		SUSHI RIJST		0034 Rijst		450		GR										2
403883		TOVERRIJST		0034 Rijst		400		GR										
403884		ZILVERVLIES RIJST		0034 Rijst		400		GR										
403808		ZILVERVLIES RIJST SPELT QUINOA		0034 Rijst		275		GR										
858077		VLUGGORT		0034 Rijst		350		GR										2
396484		BRUINE BONEN 1/1		0110 Groenten in blik		840		GR		921		10		10		12		1
396518		KAPUCIJNERS 1/1		0110 Groenten in blik		840		GR		943		10		10		12		1
396632		KIDNEYBONEN 1/2		0110 Groenten in blik		420		GR		469		7.5		7.5		11		1
349264		LINZEN 1/2		0110 Groenten in blik		425		ML										
349265		CHILIBONEN 1/2		0110 Groenten in blik		425		ML										
396510		WITTE BONEN IN TOM. SAUS 3/4		0111 Groenten in glas		700		GR		1005		10		10		13		1
396511		WITTE BONEN IN TOM. SAUS 1/3		0111 Groenten in glas		350		GR		535		8		8		10		1
396512		BRUINE BONEN 3/4		0111 Groenten in glas		700		GR		1000		10		10		13		1
396682		TUINBONEN EF 3/4		0111 Groenten in glas		680		GR		965		10		10		13		1
397604		RODE KOOL MET APPEL 3/4		0111 Groenten in glas		680		GR		1008		10		10		13		1
397618		SNIJBOON/WITTE BONEN 3/4		0111 Groenten in glas		680		GR		967		10		10		13		1
397612		JONGE KAPUCIJNERS 1/3		0111 Groenten in glas		370		GR		529		8.5		8.5		10.5		1
307231		TUINBONEN EF 1/3		0111 Groenten in glas		340		GR		513		8		8		10		1
319403		SPERZIEBONEN		0111 Groenten in glas		720		ML										4
319596		WORTELEN FIJN		0111 Groenten in glas		720		ML										4
319529		DOPERWTEN WORTELEN EF		0111 Groenten in glas		720		GR										4
319136		WITTE BONEN IN TOMATENSAUS		0111 Groenten in glas		720		ML										4
396561		APPELMOES 3/4		0113 Appelmoes		720		GR		1002		10		10		13		1
303361		APPELMOES 3/4		0113 Appelmoes		720		GR										4
302001		APPELMOES EXTRA CUPS		0113 Appelmoes		1200		GR		1275		19		13		10		1
318025		MOESJES ZONDER SUIKER		0113 Appelmoes		400		GR										4
319671		APPELMOES KANEEL 1/3		0113 Appelmoes		370		GR		548		8		8		10		1
193465		CBL krat zwart				1		ST										
307758		DESSERTSAUS AARDBEIEN		0032 Pudding dessert		180		ML										4
307750		DESSERTSAUS CHOCOLADE		0032 Pudding dessert		180		ML										4
399110		APPELCOMPOTE 1/3		0113 Appelmoes		360		GR		533		8.5		8.5		10.5		1
391435		APPELABRIKOZEN COMPOTE 1/3		0113 Appelmoes		360		GR		523		8.5		8.5		10.5		1
300230		RABARBERCOMPOTE 1/3		0113 Appelmoes		360		GR		532		8.5		8.5		10.5		1
319505		KNIJPFRUIT APPEL AARDB.		0113 Appelmoes		400		GR		456		12.5		5.5		17		1
319506		KNIJPFRUIT APPEL BANAAN		0113 Appelmoes		400		GR		442		13		6		17.5		1
397363		LOTION BILLENDOEKJES		0145 Babyverzorging		72		ST		309		18		11.5		5		1
793064		TOETENBOENERS		0145 Babyverzorging		40		ST		173		20		12		3		1
793065		IKKEDOEN VOCHTIG TOILETDOEKJES		0145 Babyverzorging		60		ST		275		15		10.5		5		1
798932		SENSITIVE BILLENDOEKJES		0145 Babyverzorging		63		ST		269		20		12		4		1
318050		MIX GROENTESAUS		0031 Zetmeel bindmiddelen		150		GR										1
308298		ITALIAANSE LASAGNE		0037 Houdbare maaltijden		196		GR		244		13		6		18.2		2
308299		INDIASE KIP TANDOORI		0037 Houdbare maaltijden		292		GR		332		13		6		18.5		1
308291		THAISE KIP SIAM		0037 Houdbare maaltijden		332		GR		331		13.5		6		18.5		1
308292		INDIASE KIP MADRAS		0037 Houdbare maaltijden		324		GR		378		13.5		6		18.5		1
300060		ITALIAANSE LASAGNETTE BOLOGNES		0037 Houdbare maaltijden		223		GR		269		13		6		18.2		1
300280		MEXICAANSE BURRITOS		0037 Houdbare maaltijden		276		GR		282		13.5		6		18.5		1
313491		MEXICAANSE WRAPS		0037 Houdbare maaltijden		320		GR										1
313583		JAPANSE TERIYAKI		0037 Houdbare maaltijden		315		GR		558		13		6		18.2		1
319989		GRIEKSE KOFTA		0037 Houdbare maaltijden		321		GR										2
319980		MAROKKAANSE COUSCOUS		0037 Houdbare maaltijden		314		GR		363		13		6		18.2		1
319981		OOSTERSE SHANGHAI NOODLES		0037 Houdbare maaltijden		288		GR										2
319982		TOSCAANSE KIP		0037 Houdbare maaltijden		261		GR										2
319983		OOSTERSE SWEET & SOUR		0037 Houdbare maaltijden		475		GR		534		13		6		18.2		1
319998		MEXICAANSE TACO'S		0037 Houdbare maaltijden		132		GR		191		13		6		18.2		1
115949		JUS VOOR STAMPPOT		0044 Droge sauzen warm		24		GR		26		9		1		15		1
302726		JUS PIKANT		0044 Droge sauzen warm		18		GR		22		9		1		15		1
302738		JUS NATUREL		0044 Droge sauzen warm		29		GR		33		9		1		15		1
302739		JUS RUNDVLEES		0044 Droge sauzen warm		18		GR		21		9		1		15		1
302730		JUS UITJES		0044 Droge sauzen warm		22		GR		24		9		1		15		1
313848		KAASSAUS		0044 Droge sauzen warm		44		GR		47		11		1.1		15		1
313849		CHAMPIGNONSAUS		0044 Droge sauzen warm		44		GR		45		11		1.1		15		1
313840		WITTE SAUS		0044 Droge sauzen warm		22		GR		25		11		1.1		15		1
313841		KERRIESAUS		0044 Droge sauzen warm		28		GR		32		11		1.1		15		1
318030		HAM-KAAS SAUS		0044 Droge sauzen warm		46		GR		50		11		1.1		15		1
318040		JUS TUINKRUIDEN		0044 Droge sauzen warm		18		GR		21		9		1		15		1
318041		JUS CHAMPIGNONS		0044 Droge sauzen warm		26		GR		31		9		1		15		2
318042		JUS LIGHT		0044 Droge sauzen warm		20		GR		24		9		1		15		1
318043		VLEESJUS NATUREL		0044 Droge sauzen warm		87		GR		107		9.5		3.5		12.5		1
403684		MIX VOOR PINDA SATESAUS		0044 Droge sauzen warm		68		GR										2
403685		MIX VOOR VISSAUS		0044 Droge sauzen warm		42		GR										1
403686		MIX VOOR STROGANOFFSAUS		0044 Droge sauzen warm		42		GR		45		11		15		0.5		1
396953		MIX VOOR MACARONI/SPAGHETTI		0047 Droge maaltijdmixen		57		GR		80		12		7.5		17.3		1
396954		MIX VOOR BAMI		0047 Droge maaltijdmixen		45		GR		69		12		7.5		17.3		1
396955		MIX VOOR NASI		0047 Droge maaltijdmixen		50		GR		76		12		7.5		17.3		1
302586		MIX V. ITALIAANSE KRUIDENSAUS		0047 Droge maaltijdmixen		70		GR		102		12		7.5		17.3		1
302598		MIX V. LASAGNE SAUS		0047 Droge maaltijdmixen		93		GR		118		12		7.5		17.3		1
302599		MIX V. ROERBAK MIE		0047 Droge maaltijdmixen		55		GR		79		12		7.5		17.3		1
302590		MIX V. TAGLIATELLE ROOMSAUS		0047 Droge maaltijdmixen		70		GR		96		12.5		3		7.5		1
393011		TOMATENSOEP		0050 Droge kooksoep		85		GR		107		12		3		15.7		1
307821		GROENTESOEP		0050 Droge kooksoep		70		GR		92		12		7.5		17.3		1
307823		KIPPENSOEP		0050 Droge kooksoep		82		GR		98		12		7.5		17.3		1
319593		RUNDVLEESSOEP		0050 Droge kooksoep		85		GR		112		12		7.5		17.3		1
403698		CHINESE TOMATENSOEP		0050 Droge kooksoep		118		GR		144		12		2.5		17.5		1
403699		CHAMPIGNONSOEP		0050 Droge kooksoep		110		GR		131		12		2.5		17.5		1
403739		TOMATEN GROENTESOEP		0050 Droge kooksoep		94		GR										
307955		BAMIGROENTEN		0092 Oosterse specialiteiten		45		GR		50		11.5		16		1		1
307956		NASIGROENTEN		0092 Oosterse specialiteiten		50		GR		55		12		1		17		1
300043		KOKOSMELK		0092 Oosterse specialiteiten		250		ML		274		6		6		14		1
300354		CHILLI SAUCE THAI PET		0092 Oosterse specialiteiten		500		ML		605		7		7		21.5		1
301320		KETJAP MANIS		0092 Oosterse specialiteiten		500		ML										2
313660		KROEPOEK CASAVE		0092 Oosterse specialiteiten		60		GR		56		14		7		30		1
313661		KROEPOEK BALI		0092 Oosterse specialiteiten		60		GR		63		14		7		30		1
317588		SATEH STOKJES		0092 Oosterse specialiteiten		100		ST		65		9		1		20		1
318872		JAVA KROEPOEK		0092 Oosterse specialiteiten		60		GR		65		14		7		30		1
318873		KROEPOEK SWEET CHILI		0092 Oosterse specialiteiten		60		GR		64		14		7		30		1
319430		CHILLI SAUCE		0092 Oosterse specialiteiten		850		ML		1023		8.5		8.5		25		1
319871		SAMBAL OELEK		0092 Oosterse specialiteiten		425		ML										2
310452		MANGO CHUTNEY		0092 Oosterse specialiteiten		22		GR										2
403683		MIX VOOR SATEMARINADE		0092 Oosterse specialiteiten		38		GR										2
399066		KALFSLEVERWORST		0403 Leverprodukten		250		GR										1
391859		LEVERWORST RECHT		0403 Leverprodukten		500		GR										4
594939		BOERENLEVERWORST		0403 Leverprodukten		250		GR										2
594930		BOERENLEVERWORST		0403 Leverprodukten		500		GR										1
594014		LEVERWORST		0403 Leverprodukten		250		GR										1
283489		OVENGEBAKKEN ROASTED PORC		0415 Vleeswaren ambachtelijk		1		KG										2
283480		GEGRILDE ROSBIEF		0415 Vleeswaren ambachtelijk		1		KG										1
283481		GEGRILDE FRICANDEAU		0415 Vleeswaren ambachtelijk		1		KG										1
283482		GEGRILD SPEK		0415 Vleeswaren ambachtelijk		1		KG										1
283483		GRILLWORST KAAS GESN.		0415 Vleeswaren ambachtelijk		1		KG										1
283484		GEGRILDE KALFSROLLADE		0415 Vleeswaren ambachtelijk		1		KG										1
