sku		weight		length		depth		height 		trade_unit_ean		location		consumer_units_in_trade_unit
195498		0		0		0		90		1077045841601911		1005		16
195498		2.1		232		211		171		1077056341096084		1005		20
195307		0.88		96		239		139		1077045741616824		0324		20
195307		1.1		96		274		136		1077046741695062		0324		23
199487		0		0		0		0		1077924445489708		99		12
199488		0		0		0		0		1077046498571923		99		12
199480		0		0		0		0		1077046498571091		99		12
199481		0		0		0		0		1077924445489807		99		12
199482		0		0		0		0		1077046498571084		99		12
199482		11.4		360		280		150		1077046498445040		99		12
199483		0		0		0		0		1077924445489890		99		12
199485		0		0		0		0		1077046498576317		99		12
199486		0		0		0		0		1077046498576355		99		12
199497		0		0		0		0		1077046498576409		99		12
199498		0		0		0		0		1077046498632679		99		24
199498		3.24		265		175		120		1077046498447907		99		12
199499		0		0		0		0		1077046498576454		99		24
199499		5.6		305		230		120		1077046498447891		99		12
199490		0		0		0		0		1077046498578601		99		24
199490		5.6		305		230		120		1077046498445057		99		12
199494		0		0		0		0		1077046498571978		99		12
199495		0		0		0		0		1077046498630897		99		12
199407		0		0		0		0		1077924445985125		99		12
199408		0		0		0		0		1077046498639593		99		12
199409		0		0		0		0		1077924445986665		99		12
199401		0		0		0		0		1077046498577871		99		15
199402		0		0		0		0		1077046498577888		99		15
199403		0		0		0		0		1077046498577895		99		15
199404		0		0		0		0		1077046498577802		99		15
199405		0		0		0		0		1077046498577819		99		15
199406		0		0		0		0		1077046498577826		99		15
199417		0		0		0		0		1077046498577833		99		15
199418		0		0		0		0		1077046498577840		99		15
199419		0		0		0		0		1077046498577864		99		15
199414		0		0		0		0		1077046498579714		99		12
199414		0		0		0		0		1077046498579707		99		12
193454		0		0		0		0		1077044265523717		0000		1
193454		0		0		0		0		1079334641575675		0000		1
193465		0		0		0		250		1079334641575675		0000		1
193465		0		0		0		0		1079334641575675		0000		1
193465		0		0		0		0		1077048189688675		0000		1
193593		0		1		1		1		1079334641576735		06-002		1
193797		0.408		196		43		138		1074345962319898		0509		6
193827		4.5		142		211		221		1037744651749920		06-002		6
199415		0		0		0		0		1077046498579783		99		12
199415		0		0		0		0		1077046498579776		99		12
199427		0		0		0		0		1077046498573439		99		12
199429		0		0		0		0		1077046498573446		99		12
199420		0		0		0		0		1077046498571558		99		12
199421		0		0		0		0		1077046498570872		99		24
199438		0		0		0		0		1077046498576881		99		24
199438		0		0		0		0		1077046498576874		99		24
199439		0		0		0		0		1077046498718571		99		20
199430		0		0		0		0		1077046498573217		99		12
199431		0		0		0		0		1077046498574795		99		12
199432		0		0		0		0		1077046498659690		99		12
199442		0		0		0		0		1077046498369636		99		16
199444		0		0		0		0		1077046498750113		99		24
199445		0		0		0		0		1077046498550478		99		24
199446		0		0		0		0		1077046498574962		99		24
199458		0		0		0		0		1079334641575675		99		16
199458		0		0		0		0		1077046498570322		99		10
190787		8.563		377		211		191		1077049141584929		06-002		20
191017		12.2		400		200		130		1077049441675464		2903		12
191237		2.3		147		395		153		1079334641575675		37-005		16
191237		2.3		400		145		155		1073335227998839		37-005		10
192157		6.565		445		290		115		1077058041575791		2002		12
104547		2.2		590		390		280		1073334163539670		4303		18
107977		6.193		255		255		190		1077044060672375		06-002		15
107337		0		415		155		95		1077044097579166		99		10
107337		0		100		100		100		1077044097570910		99		9
107337		0		0		0		0		1077044097579814		99		10
109277		0		0		0		0		1077044097578473		99		10
109277		0		415		155		95		1077044097579272		99		10
109277		0		415		155		95		1077044097570927		99		9
100967		0		100		100		100		1077044097579012		99		12
113740		0		467		320		205		1077046064589543		99		24
113766		0		160		240		320		1077044272182396		99		6
115492		14.7		399		271		255		1076835605666024		0503		4
115949		0.8		163		234		133		1077044265659058		2208		12
115038		0		0		0		0		1077046841134249		99		6
115038		0		0		0		0		1077046841134218		99		1
118402		3.7		405		130		200		1077044015519038		06-002		9
118467		0		325		225		82		1074747867576176		1310		12
118466		7.67		160		230		340		1078330638570549		1501		6
119007		0		400		150		137		1077044196933876		99		12
119007		0		400		150		137		1077044196940973		99		12
124492		2.6		600		400		278		1077044939075955		3301		12
139104		8		450		250		150		1077048225575280		99		1
139104		8		450		250		150		1077048225575136		99		8
149566		4.689		199		397		162		1077044402567352		99		12
149327		1.96		365		135		185		1077046741473646		06-002		6
153971		9.98		390		191		293		1077045341123296		0001		12
155367		8.9		510		340		180		1077058841686789		06-002		20
155367		9		165		300		310		1077058841686796		06-002		12
151807		1.58		390		150		70		1072341262396234		50-202		5
152257		3.8		390		300		145		1077334141676324		49-007		32
163037		3		325		211		212		1076956941249785		06-002		24
163324		7.6		230		154		312		1076024303675470		06-002		6
164867		9.6		395		260		112		1072341265519630		2002		15
164867		7.5		250		250		108		1079334641575675		2002		12
164867		7.5		250		250		108		1084239049598603		2002		9
164867		0		0		0		0		1079334641575675		2002		33
174483		0		0		0		0		1077041165886331		ADM		1
174483		0		0		0		0		1079334641575675		ADM		1
174605		6.48		600		400		110		1077047688682177		2101		1
174627		2.1		270		265		118		1077058041575913		2111		12
170487		0		185		115		322		1074234324679513		99		4
172207		1.962		185		142		149		1079345851681377		1307		12
172267		0		0		0		0		1077045741676620		1008		6
172267		3.24		280		158		80		1074348139843417		1008		12
184367		3.41		217		147		118		1024322373575353		0820		6
182537		0		399		261		105		1077044080489571		99		8
182537		0		399		261		105		1077044080483005		99		8
293627		0		0		0		0		1077044255375685		999999		1
293637		0.4		400		300		225		1077112429353453		0001		1
293638		5.38		395		200		223		1074234592716699		06-002		5
293663		0		400		300		265		1077040341594398		0001		1
293287		0		0		0		0		1077044265080616		99		6
293287		0		0		0		0		1077044265080609		99		1
293247		0		0		0		0		1079334641575675		99		20
294797		0		0		0		0		1077048982541542		99		1
294797		0		0		0		0		1077048982541559		99		20
294714		0		0		0		0		1077048982512467		99		1
294714		0		0		0		0		1077048982538443		99		1
294714		0		0		0		0		1077048982544413		99		50
294714		0		0		0		0		1077048982556607		99		50
294714		0		0		0		0		1077048982556690		99		1
294307		0		0		0		0		1079334641575675		1202		10
294307		0		0		0		0		1077046565460600		1202		20
294307		0		0		0		0		1077046565465926		1202		20
295557		0		0		0		0		1077040283577008		1012		5
295557		0		0		0		0		1077040283592797		1012		1
295557		0		0		0		0		1077042908235010		1012		4
295557		0		0		0		0		1077042908235027		1012		4
295157		0		0		0		0		1079334641677346		0733		10
295157		0		0		0		0		1077041416586829		0733		6
295157		0		0		0		0		1079334641677345		0733		2
295157		0		0		0		0		1077047655826771		0733		6
295227		0		0		0		0		1077047655587849		1503		8
295227		0		0		0		0		1077040766581553		1503		6
295227		0		0		0		0		1097042062855622		1503		6
295227		0		0		0		0		1077040766567076		1503		6
295227		0		0		0		0		1079334641575675		1503		10
295227		0		0		0		0		1077048519572605		1503		6
295227		0		0		0		0		1077047655587870		1503		6
295227		0		0		0		0		1077042908585276		1503		6
295387		15.738		400		300		225		1077046641508615		0602		1
295387		15.738		300		400		238		1077046641506796		0602		1
295386		1.2		400		300		257		1077046641509506		0001		1
295397		15.5		400		300		250		1077046641509452		0060		1
295307		15.23		400		300		225		1077046641589270		0404		1
295307		15.738		300		400		238		1077046641506802		0404		1
295308		15.738		400		300		240		1077044265084829		0202		1
295312		16.2		400		300		245		1077040341592875		0604		1
295337		15.738		400		300		230		1077044597676174		0204		1
295367		15.738		400		300		230		1077044265563607		0206		1
295377		15.738		400		300		230		1077044597676723		0402		1
296407		15.738		400		300		230		1073334497426455		0200		1
296948		0		0		0		0		1077049178575686		99		1
296949		0		0		0		0		1078005115575682		99		1
296940		0		0		0		0		1078005112856715		99		1
296087		0		0		0		0		1077049178575693		99		1
296077		0		0		0		0		1073332175515422		0802		3
296077		3.186		300		200		126		1077044018466230		0802		6
296167		0		0		0		0		1077041416583606		1101		8
296167		0		0		0		0		1079334641575675		1101		9
296167		0		0		0		0		1079334641575675		1101		7
296167		0		0		0		0		1077044788540086		1101		6
296167		0		0		0		0		1079334641575675		1101		5
296167		0		0		0		0		1079334641575675		1101		12
296167		0		0		0		0		1077040766545548		1101		8
296167		0		0		0		0		1077047655726569		1101		8
296167		0		0		0		0		1079334641575675		1101		4
296167		0		0		0		0		1079334641575675		1101		3
296207		0		0		0		0		1077041416572471		1802		10
296207		0		0		0		0		1079334641575675		1802		10
296207		0		0		0		0		1077042187006035		1802		10
296237		0		0		0		0		1077040766542905		0802		9
296237		0		0		0		0		1077041416500542		0802		8
296237		0		0		0		0		1079334641575675		0802		7
296237		0		0		0		0		1079334641575675		0802		5
296237		0		0		0		0		1079334641575675		0802		6
296237		0		0		0		0		1077040766542936		0802		8
296237		0		0		0		0		1077040766655865		0802		8
296237		0		0		0		0		1077040766673081		0802		9
296237		0		0		0		0		1077042908235973		0802		8
296237		0		0		0		0		1077042908236390		0802		8
296247		0		0		0		0		1079334641575675		0422		9
296247		0		0		0		0		1079334641575675		0422		14
296247		0		0		0		0		1077041416599942		0422		12
296247		0		0		0		0		1079334641575675		0422		8
296247		0		0		0		0		1079334641575675		0422		10
296247		0		0		0		0		1079334641575675		0422		6
296247		0		0		0		0		1077044788546996		0422		12
296247		0		0		0		0		1077041416520243		0422		18
296247		0		0		0		0		1077040766644548		0422		18
296247		0		0		0		0		1077042908235867		0422		14
296247		0		0		0		0		1077042908236383		0422		14
296307		0		0		0		0		1087042062855847		1301		14
296307		0		0		0		0		1079334641575675		1301		12
296307		0		0		0		0		1077761651573223		1301		14
296307		0		0		0		0		1077761651573230		1301		14
296307		0		0		0		0		1077040766565959		1301		16
296307		0		0		0		0		1079334641575675		1301		10
296307		0		0		0		0		1077048519572902		1301		14
296307		0		0		0		0		1077040766551648		1301		14
296307		0		0		0		0		1079334641575675		1301		14
296307		0		0		0		0		1077048519586633		1301		14
296307		0		0		0		0		1077040766558319		1301		14
296307		0		0		0		0		1077047655595004		1301		14
296307		0		0		0		0		1077040766560435		1301		14
296307		0		0		0		0		1077760641723440		1301		14
296307		0		0		0		0		1077048386596346		1301		14
296307		0		0		0		0		1077040766515299		1301		14
296307		0		0		0		0		1077048386595561		1301		14
296327		0		0		0		0		1079334641575675		1101		6
296327		0		0		0		0		1079334641575675		1101		12
296327		0		0		0		0		1079334641575675		1101		14
296327		0		0		0		0		1079334641575675		1101		16
296327		0		0		0		0		1087042062855601		1101		6
296327		0		0		0		0		1077040766568806		1101		6
296327		0		0		0		0		1079334641575675		1101		24
296327		0		0		0		0		1077040766729856		1101		6
296327		0		0		0		0		1077048519585735		1101		6
296337		0		0		0		0		1079334641575675		0101		6
296337		0		0		0		0		1077040766554540		0101		6
296337		0		0		0		0		1079334641575675		0101		14
296337		0		0		0		0		1077048519572827		0101		6
296337		0		0		0		0		1079334641575675		0101		16
296337		0		0		0		0		1077040766536737		0101		6
296337		0		0		0		0		1077760170515240		0101		8
296337		0		0		0		0		1079334641575675		0101		8
296337		0		0		0		0		1077048519585308		0101		6
296337		0		0		0		0		1077760170516018		0101		8
296337		0		0		0		0		1077049458575931		0101		20
296337		0		0		0		0		1077760641726823		0101		8
296337		0		0		0		0		1077048386596476		0101		6
296337		0		0		0		0		1077760641722603		0101		10
296337		0		0		0		0		1077040766850178		0101		10
296347		0		0		0		0		1077760641720982		2012		5
296347		0		0		0		0		1077760170515691		2012		5
296347		0		0		0		0		1077041416519384		2012		6
296347		0		0		0		0		1077041416524685		2012		4
296347		0		0		0		0		1079334641575675		2012		10
296347		0		0		0		0		1079334641575675		2012		8
296347		0		0		0		0		1077764238973430		2012		10
296347		0		0		0		0		1077041416582203		2012		5
296347		0		0		0		0		1077764238977414		2012		5
296347		0		0		0		0		1077041416509873		2012		5
296347		0		0		0		0		1079334641575675		2012		4
296347		0		0		0		0		1077041313578521		2012		5
296347		0		0		0		0		1077041416518325		2012		5
296347		0		0		0		0		1077040766571677		2012		5
296347		0		0		0		0		1077041416523923		2012		5
296347		0		0		0		0		1077040766571691		2012		6
296347		0		0		0		0		1077750282570534		2012		5
296347		0		0		0		0		1077047655512315		2012		5
296347		0		0		0		0		1077042172325738		2012		5
296347		0		0		0		0		1077047655559228		2012		5
296347		0		0		0		0		1077047655512506		2012		5
296347		0		0		0		0		1077040766560787		2012		5
296344		0		0		0		0		1078005115788679		99		1
296345		0		0		0		0		1078005112856722		99		1
296357		0		0		0		0		1077049224576629		1901		10
296357		0		0		0		0		1077042908585658		1901		9
296357		0		0		0		0		1079334641575675		1901		8
296357		0		0		0		0		1077764238685456		1901		10
296357		0		0		0		0		1079334641575675		1901		9
296357		0		0		0		0		1077040766547139		1901		10
296357		0		0		0		0		1077764238685982		1901		10
296357		0		0		0		0		1077047655574399		1901		10
296357		0		0		0		0		1077040766547160		1901		10
296357		0		0		0		0		1077040766585261		1901		9
296357		0		0		0		0		1077048519572735		1901		10
296357		0		0		0		0		1077040766596472		1901		10
296357		0		0		0		0		1077048519589023		1901		10
296357		0		0		0		0		1077048519572261		1901		10
296357		0		0		0		0		1087042062855809		1901		10
296357		0		0		0		0		1077048519572254		1901		10
296357		0		0		0		0		1077753470595630		1901		10
296357		0		0		0		0		1077049090796152		1901		10
296377		0		0		0		0		1077040766565676		1301		6
296377		0		0		0		0		1077040766729351		1301		4
296377		0		0		0		0		1077047655597282		1301		10
296377		0		0		0		0		1079334641575675		1301		10
296377		0		0		0		0		1079334641575675		1301		8
296377		0		0		0		0		1079334641575675		1301		4
296377		0		0		0		0		1097042062855615		1301		4
296377		0		0		0		0		1087042062855618		1301		6
296377		0		0		0		0		1077040766545562		1301		6
297437		0		0		0		0		1077041880754267		0701		12
297437		0		0		0		0		1077761651573551		0701		12
297437		0		0		0		0		1077761651573544		0701		12
297437		0		0		0		0		1077048519579901		0701		12
297437		0		0		0		0		1077048519570526		0701		12
297437		0		0		0		0		1077760641726908		0701		12
297437		0		0		0		0		1077048519580136		0701		24
297437		0		0		0		0		1077049458571193		0701		24
297437		0		0		0		0		1077760641726342		0701		12
297437		0		0		0		0		1077040766710731		0701		12
297437		0		0		0		0		1077042908290477		0701		24
297437		0		0		0		0		1077047655905544		0701		12
297457		0		0		0		0		1077042908140598		0901		10
297457		0		0		0		0		1079334641575675		0901		6
297457		0		0		0		0		1077042085007141		0901		16
297457		0		0		0		0		1077047655522246		0901		8
297457		0		400		300		165		1079334641575675		0901		12
297457		0		0		0		0		1079334641575675		0901		4
297457		0		0		0		0		1079334641575675		0901		5
297457		0		0		0		0		1079334641575675		0901		9
297457		0		0		0		0		1079334641575675		0901		10
297457		0		0		0		0		1079334641575675		0901		10
297457		0		0		0		0		1077042908209363		0901		16
297457		0		0		0		0		1077041162565352		0901		16
297457		0		0		0		0		1077042172326322		0901		10
297457		0		0		0		0		1077042908130889		0901		10
297507		0		0		0		0		1077040766544961		0602		16
297507		0		600		400		230		1077040766585339		0602		12
297507		0		0		0		0		1087042062855687		0602		12
297507		0		0		0		0		1077040766553598		0602		12
297507		0		0		0		0		1077048519573794		0602		12
297507		0		0		0		0		1077048386596414		0602		12
297517		0		0		0		0		1077040766576115		2002		6
297517		0		0		0		0		1077048519587807		2002		6
297517		0		0		0		0		1077040766578133		2002		8
297517		0		0		0		0		1077048519572230		2002		6
297517		0		0		0		0		1077049224576704		2002		6
297517		0		0		0		0		1077040766775037		2002		6
297517		0		0		0		0		1077040766558456		2002		6
297517		0		0		0		0		1077047655585326		2002		6
297517		0		0		0		0		1077042908585672		2002		6
297517		0		0		0		0		1077042908585757		2002		6
297517		0		0		0		0		1077042908585719		2002		6
297517		0		0		0		0		1077040766704471		2002		6
297517		0		0		0		0		1077042908585740		2002		6
297517		0		0		0		0		1077042908585702		2002		6
297517		0		0		0		0		1077764238751892		2002		6
297517		0		0		0		0		1077042172327039		2002		6
297667		0		0		0		0		1079334641575675		1002		5
297667		0		0		0		0		1079334641575675		1002		10
297667		0		0		0		0		1079334641575675		1002		7
297667		0		0		0		0		1077048519577396		1002		7
297667		0		0		0		0		1077048519586992		1002		7
297667		0		0		0		0		1077040766789829		1002		7
297667		0		0		0		0		1077048519576696		1002		14
297667		0		0		0		0		1077048519577402		1002		14
297787		0		0		0		0		1077047662975639		ADM		4
297787		0		0		0		0		1077045119596413		ADM		3
297307		1.335		205		160		215		1073332041955277		46-208		36
297307		1.335		160		202		214		1077334141519249		46-208		35
298507		0		0		0		0		1079334641575675		1804		3
298507		0		0		0		0		1079334641575675		1804		1
298507		3.23		390		240		95		1077044018467671		1804		6
298057		0.9		200		160		115		1077827434286930		46-002		36
298057		0.957		225		150		95		1077827434205740		46-002		35
298253		1.5		300		400		240		1074744869652358		0001		1
298367		0.7		195		105		120		1074334998676679		46-306		24
298367		8.4		582		210		238		1074334998077285		46-306		288
299417		0		0		0		0		1079334641575675		99		24
299417		0		0		0		0		1074744859729879		99		24
299542		7.2		255		180		310		1075333443769651		06-002		6
299677		0		0		0		0		1079334695509688		99		1
299677		0		0		0		0		1074744774485775		99		100
299702		0		0		0		0		1077044265599897		99		1
299702		0		0		0		0		1077044265599804		99		100
299702		0		0		0		0		1079334641575675		99		50
299702		0		0		0		0		1079334641575675		99		50
299702		0		0		0		0		1077044265658372		99		100
299717		0		0		0		0		1079334695509893		99		1
299717		0		0		0		0		1074744774485614		99		100
299737		0		0		0		0		1079334695509985		99		1
299737		0		0		0		0		1074744774306704		99		100
299907		6.29		262		196		233		1074773641554788		1103		12
299317		1.51		300		170		120		1077334141548263		38-004		30
299317		1.51		302		172		121		1079334641671505		38-004		72
290017		1		108		117		166		1077045641766773		0504		6
290017		0		0		0		0		1079334641575675		0504		12
290017		2.811		258		107		165		1077045641377276		0504		10
291517		0		0		0		0		1079334641575675		0802		12
291517		0		0		0		0		1077044892240667		0802		10
291517		0		0		0		0		1077044892830660		0802		15
291517		0		0		0		0		1077045268573600		0802		10
291517		0		0		0		0		1077044892702783		0802		10
291517		0		0		0		0		1077044892210783		0802		15
292927		0		0		0		0		1079334628661650		99		1
292927		0		0		0		0		1077043241762683		99		10
203617		0		0		0		0		1079334628897141		99		1
203617		0		0		0		0		1077043241677666		99		10
203617		0		0		0		0		1077054441570794		99		12
203617		0		0		0		0		1077043241687139		99		8
203707		0		0		0		0		1077043241675440		99		8
203707		0		0		0		0		1079334628773025		99		1
204067		0		0		0		0		1079334628704432		99		1
204067		0		0		0		0		1077057541484015		99		100
204068		0		0		0		0		1077057541484039		99		1
204068		0		0		0		0		1077057541484312		99		12
205097		0		0		0		0		1079334628723235		99		1
205097		0		0		0		0		1077059441581030		99		1
205097		0		295		250		100		1077059441521036		99		5
205217		0		0		0		0		1077040283577213		1604		5
205217		0		0		0		0		1077040283592780		1604		1
205217		0		0		0		0		1077042908235072		1604		6
205357		1.42		200		284		67		1077044713575718		0602		12
206547		0		0		0		0		1079334628763293		99		1
206547		0		0		0		0		1077044534578851		99		100
206797		2.1		135		170		155		1089341241698908		999999		12
208507		1.625		225		255		270		1077044390615684		0511		16
209718		0.15		6		73		23		1077044792019028		99		1
209718		1.6		155		76		96		1077044792019257		99		100
209877		0		0		0		0		1079334642639575		0001		1
201327		12.635		300		180		280		1077334691893783		06-002		24
202497		7.07		542		227		281		1077334691315582		06-002		12
202497		5.47		360		270		345		1077334691892595		06-002		10
213937		0		0		0		0		1077040766558517		0301		1
213937		0		0		0		0		1077761652854727		0301		1
213937		0		0		0		0		1097042062855899		0301		1
213937		0		0		0		0		1077048519572117		0301		1
213937		0		0		0		0		1077040766553482		0301		1
213937		0		0		0		0		1077047655574405		0301		1
213937		0		0		0		0		1077047655878862		0301		1
213937		0		0		0		0		1077049090798972		0301		1
213937		0		0		0		0		1077047655560880		0301		1
213947		0		0		0		0		1079334641575675		0602		1
213947		0		0		0		0		1079334641575675		0602		1
213947		0		0		0		0		1079334641575675		0602		1
213947		0		600		400		165		1079334641575675		0602		1
213947		0		0		0		0		1079334641575675		0602		1
213947		0		0		0		0		1079334641575675		0602		1
213947		0		0		0		0		1077349293218667		0602		1
213947		0		0		0		0		1072899041731375		0602		1
213947		0		0		0		0		1072764601750717		0602		1
213947		0		0		0		0		1079334641575675		0602		1
213947		0		0		0		0		1077041869765383		0602		1
213947		0		0		0		0		1077040766560169		0602		1
213947		0		0		0		0		1077041162566250		0602		1
213977		0		0		0		0		1079334641575675		0501		18
213977		0		0		0		0		1074621646885577		0501		1
213977		0		0		0		0		1079334641575675		0501		1
213977		0		0		0		0		1077044265694714		0501		1
213077		0		0		0		0		1079334641575675		1103		1
213077		0		0		0		0		1079334641575675		1103		1
213077		0		0		0		0		1077040766575194		1103		1
213077		0		0		0		0		1077041037305977		1103		1
213077		0		0		0		0		1077048519572728		1103		1
213077		0		0		0		0		1077040766597219		1103		1
213077		0		0		0		0		1077041037305984		1103		1
213077		0		0		0		0		1077049458576648		1103		1
213077		0		0		0		0		1077049458570066		1103		1
213077		0		0		0		0		1077047655564345		1103		1
213157		0		0		0		0		1077040283577190		1024		5
213157		0		0		0		0		1077040283592742		1024		1
213157		0		0		0		0		1079334641575675		1024		6
213157		0		0		0		0		1079334641575675		1024		6
213157		0		0		0		0		1077040766727241		1024		6
213157		0		0		0		0		1077042908235904		1024		8
213157		0		0		0		0		1077042908235911		1024		8
213297		0		0		0		0		1077040283590991		0642		1
213297		0		0		0		0		1077040283592186		0642		1
213297		0		0		0		0		1077042908236154		0642		1
213217		0		0		0		0		1079334641575675		0802		1
213217		0		0		0		0		1079334641575675		0802		1
213217		0		0		0		0		1077041162522980		0802		1
213217		0		0		0		0		1072899041431374		0802		1
213217		0		0		0		0		1079334641575675		0802		1
213217		0		0		0		0		1077041869765611		0802		1
213217		0		0		0		0		1077041869765604		0802		1
213217		0		0		0		0		1072764601862236		0802		1
213217		0		0		0		0		1072764601927201		0802		1
213267		0		0		0		0		1079334641575675		0301		1
213267		0		0		0		0		1079334641575675		0301		1
213267		0		0		0		0		1079334641575675		0301		1
213267		0		0		0		0		1077041869765970		0301		1
213388		0		0		0		0		1079334641575675		1602		1
213388		0		0		0		0		1077041869766694		1602		1
213397		0		0		0		0		1079334641575675		0701		1
213397		0		0		0		0		1079334641575675		0701		1
213397		0		0		0		0		1079334641575675		0701		1
213397		0		0		0		0		1077337611578661		0701		1
213397		0		0		0		0		1072764601750762		0701		1
213397		0		0		0		0		1072899041931379		0701		1
213397		0		0		0		0		1079334641575675		0701		1
213397		0		0		0		0		1077040766562101		0701		1
213397		0		0		0		0		1079334641575675		0701		1
213397		0		0		0		0		1077042187006851		0701		1
213397		0		0		0		0		1077042187006837		0701		1
213397		0		0		0		0		1077041162566243		0701		1
213367		0		0		0		0		1079334641575675		0604		1
213367		0		0		0		0		1077041869765789		0604		1
214567		0		0		0		0		1077042940655753		0804		1
214567		0		0		0		0		1077040766581584		0804		1
214567		0		0		0		0		1077048519575521		0804		1
214567		0		0		0		0		1077048519588408		0804		1
214567		0		0		0		0		1077750187585695		0804		1
214567		0		0		0		0		1077047655582561		0804		1
214567		0		0		0		0		1077042940655777		0804		1
214567		0		0		0		0		1077048386587511		0804		1
214567		0		0		0		0		1077047655583940		0804		1
214567		0		0		0		0		1077047655583919		0804		1
214567		0		0		0		0		1077040766559644		0804		1
214648		0		0		0		0		1077040283577220		0814		5
214648		0		0		0		0		1077040283592810		0814		1
214648		0		0		0		0		1077042908235089		0814		4
214648		0		0		0		0		1077042908230282		0814		4
214677		0		0		0		0		1077048519576122		1004		1
214677		0		0		0		0		1077048519576764		1004		1
214677		0		0		0		0		1077040766572803		1004		1
214677		0		0		0		0		1077040766544251		1004		1
214677		0		0		0		0		1077048519576962		1004		1
214677		0		0		0		0		1077041594684782		1004		1
214677		0		0		0		0		1077048189689672		1004		1
214757		0		0		0		0		1077040283590304		1602		5
214757		0		0		0		0		1077040283592643		1602		1
214757		0		0		0		0		1077042908236376		1602		4
214917		0		0		0		0		1077042908236161		1212		1
214917		0		0		0		0		1077042908235942		1212		1
215627		0		0		0		0		1071674479575675		99		1
216717		0		0		0		0		1070653722576301		99		20
216717		0		0		0		0		1072525451548295		99		60
216717		0		585		385		196		1077758006396675		99		96
216738		0		600		400		230		1077049749388707		99		50
216734		0		395		233		128		1077040912576815		99		48
218647		2.55		247		187		84		1077047341295874		0523		12
211497		0		0		0		0		1077040283577244		2004		5
211497		0		0		0		0		1077040283592872		2004		5
211497		0		0		0		0		1077042908235096		2004		4
211497		0		0		0		0		1077042908235003		2004		4
211837		2.86		271		179		82		1077044176595711		1724		12
211837		6		265		350		100		1077044176595728		1724		24
211877		3		285		185		85		1077044176595278		06-002		12
211877		6		265		350		110		1077044176595285		06-002		24
212207		6		400		290		125		1074334720459280		38-102		24
212208		2.2		370		285		230		1077044265622557		06-002		12
223077		3.16		335		165		70		1077045841619916		0911		12
223077		5		346		195		92		1077042755426531		0911		18
224677		6.6		248		184		188		1077046741493460		1108		12
224757		0.623		265		185		103		1077048741621652		1305		12
224757		0		265		185		100		1077048741721659		1305		24
224767		2.248		176		119		110		1077048741621669		0212		6
224867		1.36		330		121		167		1077046107001162		2110		12
224947		3.47		320		255		210		1077048741620013		1312		12
225737		1.804		285		270		125		1077046107223106		0716		12
225737		1.02		140		345		118		1077046741726346		0716		8
225807		1.9		330		120		165		1077045741635955		2111		12
225857		0.6		200		120		160		1079334641575675		0815		20
225857		0.6		200		120		160		1077046107199456		0815		25
225857		0.57		200		125		165		1077045841244286		0815		23
225217		2.2		340		145		185		1077046741471901		06-002		10
227427		0.96		280		115		170		1076947673289248		06-002		12
227457		0.804		283		113		165		1076947673288135		1911		12
227467		0.89		280		115		170		1076947673289224		06-002		12
227767		0		0		0		0		1077044088050643		99		6
227767		0		0		0		0		1077041315735953		99		10
227767		0		410		192		125		1077041315738268		99		10
227997		0.34		225		95		133		1073339443780827		0241		10
228097		3.81		270		265		118		1077058041575623		2004		10
229597		0		0		0		0		1077045122575887		2503		24
229597		3.177		400		600		280		1073332648516192		2503		20
229597		3.1		385		586		235		1077045122077831		2503		21
229597		2.15		480		380		230		1077044173900037		2503		15
229537		3.92		0		0		0		1077045441655949		06-002		12
229537		1.91		158		105		238		1074334845154633		06-002		6
229707		3.722		773		427		227		1077044265507243		0802		7
229707		4.3		370		760		228		1077044265565748		0802		8
229707		3.8		780		405		230		1077044265645297		0802		8
229017		0		0		0		0		1077045441655956		06-002		12
229017		1.96		158		105		238		1074334845154602		06-002		6
229077		5.36		246		185		189		1077045714995154		0923		12
220957		6.01		310		207		120		1079358641523306		06-002		6
221537		0.27		405		100		130		1077046741362001		0623		12
221607		0.952		405		100		130		1077046741361516		0923		12
221657		0.928		405		100		130		1077046741362094		0111		12
221667		8.73		390		160		155		1074745729673025		06-002		16
222447		2.45		159		106		239		1074334845010724		06-002		6
222627		6.68		590		450		200		1074353695570370		2404		10
222387		3.194		155		199		120		1077046441015689		0409		15
222387		3.3		154		204		122		1077049941022300		0409		18
222387		3.3		235		150		125		1077046441022380		0409		18
233657		6.706		386		262		235		1077044086581460		06-002		24
233667		6.706		386		262		235		1077044086581583		06-002		24
233707		0.67		86		86		154		1073339449710842		0117		3
233707		5.575		355		182		156		1072748635665988		0117		24
233707		0.67		86		86		154		1073339449225360		0117		3
233707		5.575		355		182		156		1073339449225476		0117		24
233907		0		0		0		0		1079334641575675		06-002		3
233907		0		0		0		0		1079334641575675		06-002		12
233907		1.81		174		116		246		1077044550574639		06-002		6
233017		6.7		342		249		153		1073345741153157		49-107		22
233017		6.7		342		249		153		1074334790801705		49-107		14
233017		3.7		285		176		153		1074334790936254		49-107		12
233017		3.7		285		176		153		1079334641575675		49-107		24
233077		1.056		360		204		197		1077044086887418		0323		12
234337		12.4		345		260		245		1077045392455698		1701		12
236857		0.76		75		220		92		1074334845122465		0127		12
236937		7.8		490		190		180		1077045641478812		3602		15
236007		6.3		495		190		150		1077045641478713		3402		24
236017		6.3		490		187		148		1077045641478751		1220		24
236017		3.3		245		187		148		1077045641378754		1220		12
