sku		weight		length		depth		height 		trade_unit_ean		location		consumer_units_in_trade_unit
307909		1.123		175		145		93		1077044007709010		1809		12
307900		1.123		175		145		93		1077044007709812		1907		12
307918		5.5		540		240		150		1077044265599415		06-002		24
307918		3.2		274		241		178		1077044265669613		06-002		16
307955		1.95		320		240		135		1077044159206610		1123		36
307955		1.62		240		320		135		1079334641575675		1123		36
307956		2.13		320		240		135		1077044159206696		1415		36
307956		1.8		240		320		135		1079334641575675		1415		36
307089		2.62		350		180		130		1077044007739116		06-002		6
307080		2.8		350		180		130		1077044007713215		06-002		6
307085		4.5		292		392		180		1079334641575675		06-002		15
307085		4.5		292		392		180		1077044265691553		06-002		16
307098		2.692		190		130		175		1077044265614712		06-002		6
307099		2.683		195		130		170		1077044265614736		2211		6
307090		2.8		195		130		170		1077044265614897		1405		6
307091		2.753		195		130		170		1077044265614873		1106		6
307198		8.2		396		175		240		1077044265631887		06-002		4
307120		6.4		327		245		103		1077044265588891		06-002		12
307138		3.7		250		135		135		1077044190078979		41-103		18
307148		5.79		378		287		174		1073335227055464		31-301		14
307148		4.5		390		290		180		1073335227058755		31-301		12
307140		5.96		389		287		174		1073335227287339		06-002		14
307140		5.96		287		389		174		1073335227200383		06-002		12
307158		0		0		0		0		1077046841429918		99		1
307158		0		0		0		0		1077046841245242		99		10
307158		2.2		64		200		132		1077046841429994		99		11
307159		0		0		0		0		1077046841245556		99		1
307159		0		0		0		0		1077046841245549		99		10
307150		0		0		0		0		1077046841245129		99		1
307150		0		0		0		0		1077046841245143		99		10
307150		0		0		0		0		1077046841245167		99		11
307151		0		0		0		0		1077046841245952		99		1
307151		0		0		0		0		1077046841245945		99		10
307152		0		0		0		0		1077046841419247		99		1
307152		0		0		0		0		1077046841419254		99		10
307153		0		0		0		0		1077046841429833		99		1
307153		0		0		0		0		1077046841245846		99		10
307153		0		64		200		132		1077046841427013		99		11
307154		0		0		0		0		1077046841709843		99		10
307154		0		0		0		0		1077046841709850		99		1
307155		0		0		0		0		1077046841279346		99		10
307155		0		0		0		0		1077046841279353		99		1
307156		0		0		0		0		1077046841419131		99		10
307156		0		0		0		0		1077046841419124		99		1
307163		0		0		0		0		1077046841275447		99		10
307163		0		0		0		0		1077046841275454		99		1
307164		0		0		0		0		1077046841279247		99		10
307164		0		0		0		0		1077046841279254		99		1
307165		0		0		0		0		1077046841419292		99		10
307165		0		0		0		0		1077046841419285		99		1
307166		0		0		0		0		1077046841279544		99		10
307166		0		0		0		0		1077046841279551		99		1
307176		8.78		390		300		155		1077042755499771		2004		16
307176		8.78		390		300		155		1077046107005481		2004		16
307231		6.665		335		250		110		1077044265025587		06-002		12
307252		3		300		200		220		1077044265633553		06-002		12
307253		3		300		200		220		1077044265633515		06-002		12
307254		3		300		200		225		1077044265633539		06-002		12
307326		6		330		240		103		1077044287975785		0116		12
307338		3		240		160		103		1077044287975709		1406		6
307339		3		240		160		103		1077044287975716		2111		6
307330		3		240		160		103		1077044287975723		2112		6
307334		5.92		395		300		330		1077044038422520		22-102		24
307344		2.6		200		180		100		1077044265647154		46-106		12
307368		0		0		0		0		1077046841535121		99		6
307368		0		0		0		0		1077046841535138		99		1
307369		2.6		190		180		93		1077044265647130		44-006		11
307360		0		0		0		0		1077046841551190		99		6
307360		0		0		0		0		1077046841551107		99		1
307361		0		0		0		0		1077046841584914		99		6
307361		0		0		0		0		1077046841584921		99		1
307363		0		0		0		0		1077046841419537		99		6
307363		0		0		0		0		1077046841419520		99		1
308788		7.24		290		220		130		1079334641575675		1415		12
308788		3.566		147		230		123		1077044089660773		1415		6
308738		4.444		150		217		235		1077044265665158		06-002		6
308740		0		0		0		0		1077046841410251		99		1
308740		0		0		0		0		1077046841410244		99		6
308746		0		0		0		0		1077046841709621		99		10
308746		0		0		0		0		1077046841709638		99		1
308882		4.19		295		215		80		1077044265589607		06-002		12
308884		10.3		375		205		185		1077044265637452		4204		10
308885		10.2		375		205		190		1077044265637414		2503		10
308885		10.25		375		205		180		1077044265508752		2503		1
308853		1.996		275		195		130		1077048341590129		0216		12
308855		3.5		283		425		90		1077337081407744		34-302		24
308855		3.5		283		425		90		1077337081407751		34-302		4
308855		1.2		280		140		85		1077337081438779		34-302		8
308878		4.7		390		290		180		1074334790841763		35-103		14
308875		5.5		310		230		110		1077044265639517		1905		12
308936		1.246		161		135		52		1077046122014598		06-002		12
308936		3.8		165		140		155		1077046122014581		06-002		36
308948		0.642		161		124		41		1077045141372818		06-002		12
308948		1.95		161		124		126		1077046122014406		06-002		36
308949		1.826		230		131		56		1077045141373839		06-002		12
308949		3.7		230		135		115		1077046122014567		06-002		24
308941		3.536		242		154		70		1077046122025600		06-002		12
308941		7.096		242		154		140		1077046122025693		06-002		24
308942		0.685		227		124		40		1077046122025631		06-002		12
308942		1.4		227		124		80		1077046122025624		06-002		24
308978		0.964		213		100		103		1077042755487747		0216		8
308099		0.642		161		124		41		1079334641575675		06-002		20
308099		10.098		426		137		170		1076945253706789		06-002		100
308091		0.642		161		124		41		1079334641575675		06-002		10
308091		2.658		139		330		91		1076945253706772		06-002		50
308094		1.362		135		205		85		1077044007701915		1506		6
308065		4.5		600		400		290		1074748990686817		2303		20
308078		4.5		600		400		290		1074748990687814		2602		20
308074		3.754		195		170		210		1077044089666331		06-002		6
308170		2.886		328		194		186		1077827435473995		2120		16
308298		1.5		140		370		183		1077044265629358		06-002		6
308299		2.1		370		135		185		1077044265629136		06-002		6
308291		2.25		370		135		185		1077044265629150		06-002		6
308292		2.276		370		140		185		1077044265629471		06-002		6
308249		4		300		240		200		1077044265502637		06-002		12
308380		1.548		240		90		195		1072310767117392		06-002		30
308380		16		500		460		200		1072310769871780		06-002		300
308382		0.84		140		90		155		1072310766075006		06-002		20
308382		8.8		455		305		165		1072310769544301		06-002		200
308383		0.79		240		88		190		1072310767439814		06-002		30
308383		8.4		455		205		500		1072310769197156		06-002		300
308384		1.14		240		88		180		1072310767439197		06-002		30
308384		12		500		455		190		1072310769197439		06-002		300
308398		5.526		266		386		222		1074346676498015		33-103		14
308398		4.5		390		290		175		1073335227291381		33-103		12
308399		3.32		280		220		130		1073335227947998		37-201		10
308390		6.2		400		295		110		1073334822790671		12-002		24
309493		0		0		0		0		1077046841515178		99		10
309493		0		0		0		0		1077046841515192		99		1
309495		0		0		0		0		1077046841410831		99		10
309495		0		0		0		0		1077046841410848		99		1
309496		0		0		0		0		1077046841700925		99		10
309496		0		0		0		0		1077046841700932		99		1
309400		0		0		0		0		1077046841042094		99		10
309400		0		0		0		0		1077046841042087		99		1
309400		0		0		0		0		1077046841042025		99		6
309401		0		0		0		0		1077046841055292		99		10
309401		0		0		0		0		1077046841055285		99		1
309401		0		0		0		0		1077046841411869		99		6
309402		0		0		0		0		1077046841781580		99		10
309402		0		0		0		0		1077046841781597		99		1
309402		0		0		0		0		1077046841781504		99		6
309403		0		0		0		0		1077046841717381		99		10
309403		0		0		0		0		1077046841717398		99		1
309403		0		0		0		0		1077046841717305		99		6
309404		0		0		0		0		1077046841411883		99		10
309404		0		0		0		0		1077046841411890		99		1
309404		0		0		0		0		1077046841411982		99		6
309405		0		0		0		0		1077046841700901		99		10
309405		0		0		0		0		1077046841700918		99		1
309405		0		0		0		0		1077046841700949		99		6
309406		0		0		0		0		1077046841411807		99		10
309406		0		0		0		0		1077046841411814		99		1
309406		0		0		0		0		1077046841501140		99		6
309413		0		0		0		0		1077046841410268		99		3
309413		0		0		0		0		1077046841410374		99		1
309428		0		0		0		0		1077046841584938		99		3
309428		0		0		0		0		1077046841584945		99		1
309429		0		0		0		0		1077046841410381		99		3
309429		0		0		0		0		1077046841410398		99		1
309420		0		0		0		0		1077046841410329		99		3
309420		0		0		0		0		1077046841410336		99		1
309420		0		0		0		0		1077044118333272		99		3
309421		0		0		0		0		1077046841410466		99		3
309421		0		0		0		0		1077046841410572		99		1
309422		0		0		0		0		1077046841410589		99		3
309422		0		0		0		0		1077046841410596		99		1
309422		0		0		0		0		1077046841414860		99		3
309423		0		0		0		0		1077046841410503		99		3
309423		0		0		0		0		1077046841410510		99		1
309424		0		0		0		0		1077046841410527		99		3
309424		0		0		0		0		1077046841410534		99		1
309424		0		0		0		0		1077046841414983		99		3
309426		0		0		0		0		1077046841410541		99		3
309426		0		0		0		0		1077046841410558		99		1
309426		0		0		0		0		1077046841414976		99		3
309439		0		0		0		0		1077046841542327		99		3
309439		0		0		0		0		1077046841542334		99		1
309430		0		0		0		0		1077046841542419		99		3
309430		0		0		0		0		1077046841542426		99		1
309431		0		0		0		0		1077046841542587		99		3
309431		0		0		0		0		1077046841542594		99		1
309432		0		0		0		0		1077046841544482		99		3
309432		0		0		0		0		1077046841544499		99		1
309433		0		0		0		0		1077046841543881		99		3
309433		0		0		0		0		1077046841543898		99		1
309434		0		0		0		0		1077046841543799		99		3
309434		0		0		0		0		1077046841543706		99		1
309435		0		0		0		0		1077046841717589		99		3
309435		0		0		0		0		1077046841717596		99		1
309436		0		0		0		0		1077046841544383		99		3
309436		0		0		0		0		1077046841544390		99		1
309450		0		0		0		0		1077046841419155		99		10
309450		0		0		0		0		1077046841419148		99		1
309452		0		0		0		0		1077046841419278		99		10
309452		0		0		0		0		1077046841419162		99		1
309453		0		0		0		0		1077046841275584		99		10
309453		0		0		0		0		1077046841275539		99		1
309454		0		0		0		0		1077046841419391		99		10
309454		0		0		0		0		1077046841075818		99		1
309454		0		0		0		0		1077046841075832		99		11
309455		0		0		0		0		1077046841410855		99		10
309455		0		0		0		0		1077046841426917		99		1
309455		0		64		200		132		1077046841426924		99		11
309460		0		0		0		0		1077046841410886		99		10
309460		0		0		0		0		1077046841426955		99		1
309460		0		64		200		132		1077046841426962		99		11
309461		0		0		0		0		1077046841419476		99		10
309461		0		0		0		0		1077046841419360		99		1
309462		0		0		0		0		1077046841419315		99		10
309462		0		0		0		0		1077046841419308		99		1
309463		0		0		0		0		1077046841419216		99		10
309463		0		0		0		0		1077046841419209		99		1
309464		0		0		0		0		1077046841419230		99		10
309464		0		0		0		0		1077046841419223		99		1
309465		0		0		0		0		1077046841419377		99		10
309465		0		0		0		0		1077046841419261		99		1
309478		0		0		0		0		1077046841419353		99		10
309478		0		0		0		0		1077046841419346		99		1
309479		0		0		0		0		1077046841419490		99		10
309479		0		0		0		0		1077046841419483		99		1
309470		0		0		0		0		1077046841419599		99		10
309470		0		0		0		0		1077046841245389		99		1
309470		0		64		200		132		1077046841245396		99		11
309471		0		0		0		0		1077046841410824		99		10
309471		0		0		0		0		1077046841410817		99		1
309472		0		0		0		0		1077046841419452		99		10
309472		0		0		0		0		1077046841419445		99		1
309474		0		0		0		0		1077046841419575		99		10
309474		0		0		0		0		1077046841429840		99		1
309474		2.2		64		200		132		1077046841429857		99		11
309476		0		0		0		0		1077046841419339		99		10
309476		0		0		0		0		1077046841419322		99		1
309589		0		0		0		0		1077046841703087		99		10
309589		0		0		0		0		1077046841703094		99		1
309580		0		0		0		0		1077046841706927		99		10
309580		0		0		0		0		1077046841429819		99		1
309580		0		64		200		132		1077046841429826		99		11
309581		0		0		0		0		1077046841419438		99		10
309581		0		0		0		0		1077046841419421		99		1
309582		0		0		0		0		1077046841718944		99		10
309582		0		0		0		0		1077046841718975		99		1
309582		0		64		200		132		1077046841718982		99		11
309585		0		0		0		0		1077046841419414		99		10
309585		0		0		0		0		1077046841419407		99		1
309586		0		0		0		0		1077046841708488		99		10
309586		0		0		0		0		1077046841708495		99		1
309593		0		0		0		0		1077046841419513		99		10
309593		0		0		0		0		1077046841795471		99		1
309593		0		0		0		0		1077046841795488		99		11
309596		0		0		0		0		1077046841706729		99		10
309596		0		0		0		0		1077046841429864		99		1
309596		1.1		64		200		132		1077046841429970		99		11
309532		1.1		256		102		84		1077046841499089		1412		10
309533		1.1		256		102		84		1077046841492981		1020		10
309534		1.1		256		102		84		1077046841492080		1419		10
309535		1.1		256		102		84		1077046841492288		1420		10
309536		1.1		256		102		84		1077046841492486		1019		10
309548		1.1		256		102		84		1077046841499584		1411		10
309548		1.1		256		102		84		1077046841499485		1411		10
309545		2.16		247		167		75		1076956941551086		50-208		20
309545		2.27		230		195		85		1076956941503504		50-208		21
309546		3.38		290		190		180		1077044116422619		35-201		18
309546		3.1		295		190		195		1077044116422657		35-201		16
309564		2.4		400		200		120		1077044939624856		0605		9
309566		3.6		400		200		210		1077044939621817		06-002		15
309602		0		0		0		152		1077046841786318		99		6
309602		0		0		0		152		1077046841786301		99		1
309674		8		350		265		120		1077044104106897		06-002		12
309796		2.611		398		298		201		1077044441464605		39-303		16
309796		2.13		400		290		160		1077057041224197		39-303		12
309708		3.5		425		283		90		1079334641575675		32-102		24
309708		3.5		425		283		90		1079334641575675		32-102		4
309708		1.2		280		140		85		1077337081438700		32-102		8
309727		0		0		0		0		1077046498576003		99		24
309737		0		0		0		0		1077046498689291		99		12
309743		6.56		320		235		120		1077044265504839		06-002		12
309744		9.24		355		270		130		1077044265504976		06-002		12
309745		6.45		315		240		115		1077044265504952		06-002		12
309758		7.04		320		235		115		1077044265011030		06-002		12
309759		6.45		219		292		128		1077044265504853		1712		12
309754		3.114		390		220		150		1082341301045083		06-002		16
309755		3.352		298		234		217		1084744682862078		06-002		14
309756		4.615		397		200		225		1084744682850976		06-002		16
309768		4.615		397		200		225		1084744682850075		06-002		16
309761		2.232		283		188		93		1077049441576662		0310		24
309810		0.352		237		343		220		1077044265515835		06-002		100
309810		0.352		237		343		220		1079334641575675		06-002		25
309813		4.35		284		384		138		1079334641781001		06-002		50
309813		9		390		275		280		1077044265515811		06-002		100
309813		2.5		267		380		260		1079334641575675		06-002		25
309813		0.19		380		267		260		1077044265545931		06-002		10
309816		9.2		340		255		150		1077044265790706		06-002		12
309821		2.4		260		240		165		1077334691780076		0907		8
309823		12.25		410		295		130		1077044265504334		2004		12
300484		8		340		250		160		1077044357578595		06-002		12
300484		0		0		0		0		1077044357578588		06-002		1
300413		6.6		310		230		115		1077044265639418		06-002		12
300422		4.6		385		295		80		1077046107167080		0703		8
300436		2.745		590		390		290		1077044173917646		3703		15
300460		1.04		370		204		105		1077056341081424		1906		12
300460		1.04		207		188		106		1077056341289813		1906		6
300460		0.29		250		109		103		1077045841340063		1906		4
300461		1.04		370		204		105		1077056341075447		1912		12
300461		0.6		207		188		106		1077056341289844		1912		6
300461		0.31		250		109		103		1077045841340285		1912		4
300474		7.61		305		230		150		1077044265639432		1627		12
300475		7.61		310		230		210		1077044265639579		06-002		12
300580		3.533		240		200		185		1077044265622311		06-002		8
300580		5.302		312		203		200		1077044265641794		06-002		12
300582		3.933		240		200		185		1077044265622212		06-002		8
300582		5.302		312		203		200		1077044265641619		06-002		12
300583		3.6		240		200		185		1077044265622137		06-002		8
300583		5.902		312		203		200		1077044265641695		06-002		12
300584		3.533		240		200		185		1077044265622113		06-002		8
300584		3.533		312		203		200		1077044265640452		06-002		12
300585		4.333		240		200		185		1077044265622397		06-002		8
300585		6.502		312		203		200		1077044265640438		06-002		12
300586		4.4		240		200		185		1077044265622236		06-002		8
300586		6.5		312		203		200		1077044265641633		06-002		12
300598		3.864		240		195		185		1077044265622151		06-002		8
300598		200		312		203		185		1077044265641770		06-002		12
300599		4.333		240		200		185		1077044265622052		06-002		8
300599		6.502		312		203		200		1077044265641657		06-002		12
300596		2.974		262		178		193		1087744471053738		06-002		10
300596		2.974		210		140		190		1087744471599922		06-002		6
300545		2.9		425		119		210		1077045041991867		41-203		24
300545		1.573		300		120		200		1077045041993670		41-203		12
300546		2.9		425		119		210		1077045041991980		47-105		24
300546		1.573		300		115		205		1077045041993694		47-105		12
300558		2.9		425		119		210		1077045041991973		47-007		24
300558		1.573		300		115		205		1077045041993687		47-007		12
300553		3.8		165		235		133		1077044174776525		0502		6
300566		1.435		295		120		205		1077045041886033		36-208		18
300578		4.4		285		180		185		1077044007720718		06-002		10
300570		5.4		290		180		180		1077044007717114		0711		10
300570		4		169		167		180		1077044007711419		0711		6
300572		4.9		400		220		185		1077044265630774		06-002		12
300680		1.32		225		156		92		1074334067920795		42-308		24
300683		0.862		143		67		121		1073332041798287		44-302		36
300683		6.9		145		120		65		1073332041798270		44-302		288
300685		5.8		225		155		90		1074334790983135		42-306		120
300685		0.9		240		118		82		1074334790983128		42-306		20
300691		0.245		140		85		50		1077744672468105		50-302		12
300691		3.136		288		199		164		1077744672460512		50-302		144
300695		0.766		180		140		75		1074347444196867		1606		12
300695		9.22		375		285		230		1074347444197871		1606		144
300696		0.713		180		140		75		1074347444196812		1508		12
300696		9.22		375		285		230		1074347444197826		1508		144
300608		0.5		154		106		80		1077337081407904		40-304		6
300608		2.32		160		105		85		1077337081407997		40-304		24
300609		0.5		154		106		80		1077337081407928		38-308		6
300609		2.32		160		110		80		1077337081407911		38-308		24
300600		1.18		220		110		105		1077045041980090		44-306		48
300600		14.16		448		233		333		1077045041991706		44-306		576
300602		1.18		220		115		110		1077045041980083		44-308		48
300602		14.16		448		233		333		1077045041991799		44-308		576
300603		0.77		170		105		45		1074368201586455		38-306		18
300603		6.17		170		105		45		1074368201586578		38-306		144
300729		3.34		257		192		97		1076956851679771		29-001		15
300739		3.548		194		397		224		1077044265515507		06-002		14
300739		1.8		400		100		230		1077044265635434		06-002		7
300732		11.5		460		295		115		1077044265516450		06-002		24
300733		11.5		455		300		110		1077044265516436		06-002		24
300751		1.33		215		185		160		1074334998872897		46-204		16
300752		1.33		220		185		160		1074334998825022		36-106		16
300754		1.33		220		180		160		1074334998079715		34-204		16
300761		0.48		234		90		112		1077042755487310		1020		12
300762		2.1		140		220		160		1074334712503991		06-002		20
300763		0.48		234		90		112		1077042755456163		1710		12
300764		0.48		234		90		112		1077042755486474		2324		12
300776		11.7		310		230		265		1077044265516412		06-002		12
300826		0		0		0		0		1077046841699489		99		10
300826		0		0		0		0		1077046841699472		99		1
300838		0		0		0		0		1077046841746718		99		10
300838		0		0		0		0		1077046841746725		99		1
300838		0		0		0		0		1077046841746732		99		11
300839		0		0		0		0		1077046841097933		99		10
300839		0		0		0		0		1077046841097971		99		1
300839		0		0		0		0		1077046841420281		99		11
300830		0		0		0		0		1077046841339712		99		10
300830		0		0		0		0		1077046841339781		99		1
300830		0		0		0		0		1077046841339798		99		11
300835		0		0		0		0		1077046841690080		99		10
300835		0		0		0		0		1077046841060470		99		1
300835		0		0		0		0		1077046841060487		99		11
300836		0		0		0		0		1077046841690189		99		10
300836		0		0		0		0		1077046841690172		99		1
300836		0		0		0		0		1077046841690103		99		11
300859		1.8		364		138		190		1077042755419670		1319		6
300861		0.131		82		74		122		1077044939589667		0902		14
300861		1.318		255		235		135		1077044939589889		0902		126
300910		5.5		190		125		280		1077044265658778		06-002		6
300910		5.5		190		125		280		1077044265616969		06-002		6
300926		4		312		232		148		1077056341012459		1112		6
300933		2.928		425		119		210		1077045041991850		47-003		24
300933		1.573		300		120		205		1077045041993618		47-003		12
300949		3.7		590		390		135		1077041930156058		06-002		10
300949		2.2		590		395		112		1073346804595716		06-002		7
300941		6		550		240		240		1077044265637889		3204		20
300941		6.132		243		552		241		1079334641575675		3204		24
300971		2.4		185		170		170		1084744690599430		34-106		12
300088		6.8		395		130		240		1077044265639739		06-002		8
300089		6.68		390		125		245		1077044265639753		06-002		8
300080		7.28		390		125		245		1077044265639814		06-002		8
300081		6.24		390		125		245		1077044265639890		06-002		8
300097		0		0		0		0		1079334641575675		0214		6
300097		0		0		0		0		1079334641575675		0214		4
300097		0		0		0		0		1079334641575675		0214		8
300097		0		0		0		0		1079334641575675		0214		10
300097		0		0		0		0		1077048519588248		0214		5
300097		0		0		0		0		1077049458571186		0214		5
300097		0		0		0		0		1079334641575675		0214		5
300097		0		0		0		0		1077760641722771		0214		5
300000		11.5		275		365		145		1077044265638503		2106		12
300001		6.5		290		220		130		1077044265518195		2312		12
300001		3.3		230		147		123		1077044265638527		2312		6
300043		1.8		190		125		140		1077044159294570		1219		6
300043		1.8		190		125		140		1077044159294464		1219		1
300045		1.39		420		105		190		1074032887572223		38-208		16
300045		1.39		200		150		200		1074038133589434		38-208		12
300046		1.39		420		105		190		1074032887572209		34-208		16
300046		1.39		200		145		190		1074038133589441		34-208		12
300051		1.722		390		130		170		1074345962045209		38-006		20
300054		5.88		325		255		133		1077044265519635		06-002		12
300054		4.7		159		233		151		1077044265637919		06-002		6
300068		1.16		213		117		100		1077334141592914		50-308		18
300068		1.74		180		155		90		1072341266548073		50-308		24
300060		1.7		370		140		185		1077044265629273		06-002		6
300061		206		365		242		182		1077044265697272		06-002		12
300061		3.5		336		245		95		1079334641575675		06-002		6
300061		6.5		365		242		182		1077044265638671		06-002		12
300186		4.789		400		600		280		1077044265519192		3303		20
300186		4.789		600		400		290		1077044265647079		3303		20
300100		3.42		380		255		130		1077044078598193		1723		12
300102		5		290		195		157		1077044078593334		1108		10
300102		3.2		100		120		141		1077044078593341		1108		6
300110		4.09		590		395		240		1077044265646881		3903		20
300112		3.02		600		400		250		1077044265523151		2202		20
300112		3.02		300		400		250		1077044265659959		2202		11
300113		3.02		600		400		250		1077044265523137		2604		20
300113		3.02		300		400		250		1077044265659935		2604		11
300128		2.6		394		294		122		1077044265622656		1015		12
300129		0		0		0		0		1077046841526228		99		6
300129		0		0		0		0		1077046841526235		99		1
300124		0		0		0		0		1077046498476471		99		12
300139		0		0		0		0		1077046498574443		99		24
300139		0		0		0		0		1077046498774447		99		12
300130		0		0		0		0		1074353119075870		99		24
300130		0		0		0		0		1074353119575547		99		24
300131		0		0		0		0		1077046498445675		99		24
300132		0		0		0		0		1077046498481864		99		12
300133		0		0		0		0		1077046498475788		99		24
300133		0		0		0		0		1077046498445828		99		12
300135		0		0		0		0		1077046498578342		99		6
300136		0		0		0		0		1077046498579035		99		12
300149		0		0		0		0		1077046498573132		99		24
300146		2.2		283		100		188		1077048341506984		0212		5
300158		2.2		283		100		188		1077048341506861		1512		5
300150		2.2		290		100		190		1077048341506908		06-002		5
300151		3.9		580		200		165		1077044265623356		06-002		12
300153		3.9		580		195		165		1077044265623332		06-002		12
300153		3.53		400		200		260		1077044196828479		06-002		12
300179		0.7		376		128		127		1074345187663097		1719		3
300171		0.96		370		125		125		1074345187663066		06-002		3
300174		0.99		376		128		127		1074345187663950		1428		3
300280		1.7		370		140		185		1077044265629297		06-002		6
300281		11.3		359		268		160		1079334641575675		06-002		12
300281		5.62		280		180		160		1077042755467947		06-002		6
300295		2.6		252		229		120		1077044265630798		06-002		12
300208		4.8		405		200		180		1077044265630712		06-002		12
300205		5.2		310		230		110		1077044265646706		06-002		12
300205		2.9		150		225		110		1077044265635779		06-002		6
300216		5.8		310		230		120		1077044104886720		06-002		12
300230		4.4		332		250		103		1077044265010309		06-002		12
300235		3.56		365		173		127		1077044007818118		0916		8
300265		3.4		285		390		198		1077044265624339		06-002		16
300266		2.97		300		200		220		1077044265519116		06-002		12
300266		3.5		272		232		225		1077044265646027		06-002		12
300278		3.5		272		232		225		1077044265519130		06-002		12
300278		3.5		272		232		225		1077044265600500		06-002		12
300278		3.5		272		232		225		1077044265646065		06-002		12
300276		2.9		255		190		200		1077044265646089		0815		16
300388		2.9		255		190		200		1077044265646003		1023		16
300389		3.9		365		200		200		1077044265523731		35-305		12
300385		4.39		390		295		165		1077045154374823		06-002		16
300309		3.5		300		200		275		1077044265624315		06-002		12
300303		3.158		325		140		145		1077045382874553		0623		12
300303		3.158		165		140		150		1077045382827665		0623		6
300305		3.2		325		140		145		1077045382874515		1816		12
300306		3.2		325		140		145		1077045382885672		1515		12
300306		3.2		160		140		145		1077045382827771		1515		6
300314		3.5		340		255		165		1077043311505844		45-103		18
300315		4		400		195		230		1077043331533582		33-001		12
300326		1.455		297		393		262		1077044265646621		06-002		18
300338		1.97		400		200		120		1077044265646164		34-104		12
300338		1.296		225		143		180		1077044265530562		34-104		8
300338		2.393		300		200		140		1077044265561658		34-104		15
300331		1		213		103		102		1077044265524202		1211		8
300332		1		213		103		102		1077044265524240		1427		8
300333		1		213		103		102		1077044265524226		0327		8
300334		3.2		277		205		80		1077044265535079		06-002		12
300336		3.2		277		205		80		1077044265535932		06-002		12
300349		3.2		280		205		75		1077044265535994		06-002		12
300340		3.2		280		205		80		1077044265535956		06-002		12
300341		4.4		285		180		180		1077044007731714		06-002		10
300358		4.4		240		330		160		1077044265637834		06-002		20
300358		5.232		240		330		160		1077044265537837		06-002		1
300358		6		394		294		157		1077044265697982		06-002		24
300354		3.679		207		134		212		1077044159205606		1411		6
300361		2		196		160		63		1077044053447058		50-206		24
300362		2		200		160		65		1077044053447096		48-306		24
300378		7.5		600		400		240		1077044265643385		3503		20
300378		6		580		384		220		1077044265535772		3503		1
300375		4.4		285		180		180		1077044007731912		06-002		10
301487		0		0		0		0		1079334641575675		0402		6
301487		0		0		0		0		1077041880753505		0402		9
301487		0		0		0		0		1079334641575675		0402		8
301487		0		0		0		0		1077049458576310		0402		10
301487		0		0		0		0		1079334641575675		0402		10
301487		0		0		0		0		1077041037305106		0402		10
301487		0		0		0		0		1077040766559750		0402		9
301487		0		0		0		0		1077040766703030		0402		10
301489		11.5		310		230		200		1077044104986765		06-002		12
301409		7.8		365		330		115		1079334641575675		06-002		12
301409		7.8		365		330		115		1077045341249798		06-002		6
301409		5.74		146		357		190		1077046102943399		06-002		7
301401		3.04		212		186		215		1077045341253979		1701		12
301401		3.17		215		180		210		1077045341253320		1701		12
301410		2.12		247		78		182		1077046102048339		2004		6
301416		1.42		142		125		175		1077046102107807		0809		6
301421		0		0		0		0		1077045283571674		99		1
301421		0		0		0		0		1077045283575948		99		1
301422		0		0		0		0		1077045283575672		99		1
301424		0		0		0		0		1077046396774235		99		1
301424		0		0		0		0		1077048273553254		99		1
301425		0		0		0		0		1077046396774228		99		1
301425		0		0		0		0		1077048273521895		99		1
301426		0		0		0		0		1077046396574385		99		1
301426		0		0		0		0		1077048273518772		99		1
301438		0		0		0		0		1077048783114402		99		1
301439		0		0		0		0		1077048783697554		99		1
301433		0		0		0		0		1074334799670739		99		1
301435		0		0		0		0		1077052941360518		99		1
301448		0		0		0		0		1077057341445308		99		1
301449		0		0		0		0		1077046396779629		99		1
301449		0		0		0		0		1077048273500258		99		1
301440		0		0		0		0		1077046277575715		99		1
301440		0		0		0		0		1077045385503818		99		1
301442		0		0		0		0		1077045385577277		99		1
301444		0		0		0		0		1077045137642635		99		1
301459		0		0		0		0		1074334708589718		99		1
301450		0		0		0		0		1077044786747647		99		1
301468		0		0		0		0		1077047632592330		99		1
301460		0		0		0		0		1077046396574880		99		1
301460		0		0		0		0		1077048273590457		99		1
301461		0		0		0		0		1077046396574170		99		1
301461		0		0		0		0		1077048273527347		99		1
301462		0		0		0		0		1077046396574057		99		1
301462		0		0		0		0		1077048273526562		99		1
301463		0		0		0		0		1077046396574064		99		1
301463		0		0		0		0		1077048273552417		99		1
301464		0		0		0		0		1077047632597601		99		1
301466		0		0		0		0		1077046396574897		99		1
301466		0		0		0		0		1077048273521451		99		1
301589		0		0		0		0		1074746100595165		99		1
301580		0		0		0		0		1074334708565897		99		1
301599		0		0		0		0		1077046396571193		99		1
301599		0		0		0		0		1077048273501095		99		1
301593		0		0		0		0		1077046396779384		99		1
301594		0		0		0		0		1077046396779391		99		1
301595		0		0		0		0		1077047632597700		99		1
301596		0		0		0		0		1077047632597885		99		1
301596		0		0		0		0		1077047632597724		99		1
301509		0		0		0		0		1072808202607794		99		1
301500		0		0		0		0		1077046396574750		99		1
301500		0		0		0		0		1077048273598248		99		1
301503		2.6		195		130		170		1077044265614750		1007		6
301529		1.1		313		133		166		1077048341592239		2419		12
301534		12.7		400		280		185		1077044265631726		06-002		12
301553		0		0		0		0		1077045398518687		99		1
301568		0		0		0		0		1077044178203911		99		1
301568		0		0		0		0		1077044178203676		99		1
