sku		primary		consumer_unit_ean
349976		-1		1078335451586210
349039		-1		1077046107734572
347217		-1		1077044265077180
344068		-1		1077045641769880
349051		-1		1077045641806769
300461		-1		1077056341579907
300460		-1		1077056341520190
305637		-1		1077045641578437
305339		-1		1077044265642302
300306		-1		1077045382874560
303388		0		1077045641583684
300305		-1		1077045382874508
300303		-1		1077045382874546
300171		-1		1074345187963067
300174		-1		1074345187963951
305339		0		1077044265581861
305338		0		1077046986698026
305338		0		1077044265089480
305338		0		1077044265642326
305338		-1		1077044265581984
305326		-1		1077044265642388
305326		0		1077044265581922
300179		-1		1074345187963098
304576		-1		1077045641573340
304575		-1		1077045641573357
343273		-1		1077044265616433
343023		-1		1077045641765677
343274		-1		1077044265616402
343225		-1		1076947673059148
343249		-1		1074744779506963
343270		-1		1077044265616426
343246		-1		1077045641875673
343244		-1		1077045641875666
343132		-1		1076947672091071
343272		-1		1077044265616457
343256		-1		1077045641743378
343254		-1		1077045641743033
343253		-1		1077045641761068
343251		-1		1077045641743231
343096		-1		1077045641757924
343349		-1		1074744299573704
343107		-1		1077045641754664
343042		-1		1074744779506789
343043		-1		1074744779506710
343043		0		1077045641754671
343059		-1		1077045641736509
343760		-1		1077045382894322
343066		-1		1077045382809296
343042		0		1077045641754602
643506		-1		1079334621634194
643528		-1		1077048341926676
643528		0		1077048341450966
643594		-1		1077334691893271
623567		-1		1077046741077653
643431		-1		1077044265070730
623567		0		1077045741534548
793610		-1		1077044265598760
793610		0		1077044265636936
623567		0		1077042755384305
797510		-1		1074344602716080
723957		-1		1077046741070616
723957		0		1077045741534807
731007		-1		1077044007719590
723957		0		1077042755371503
731007		0		1077048341075671
718047		0		1077045741534999
718047		-1		1077046741070890
718047		0		1077042755372722
718047		0		1077056341181810
201327		-1		1077334691893776
202497		-1		1077334691315599
225217		0		1077042755305645
289497		-1		1077044007710696
288367		0		1077048341071673
229077		-1		1077045714975156
288367		-1		1077044007710993
288357		0		1077048341073677
289407		-1		1077044007710092
225217		0		1077056341963324
289497		0		1077048341078672
225217		-1		1077046741076090
225217		0		1077045741534678
288307		-1		1077048341001670
288357		-1		1077044007710795
289027		0		1077048341074674
289027		-1		1077044007710894
289407		0		1077048341072670
397851		-1		1074744872678079
397552		-1		1077044265085857
396961		0		1077044265945762
396688		-1		1076645951855016
396683		-1		1076645951855849
396684		-1		1076645951855917
396686		-1		1076645951855214
396962		-1		1077044265630842
396961		-1		1077044265630880
396969		0		1077044265945748
396962		0		1077044265945878
391443		-1		1077044007784796
396969		-1		1077044265636356
303552		0		1077044007780095
303533		-1		1077044007781290
399789		-1		1077044265575532
398116		-1		1077042755371565
398116		0		1077045741534524
398115		-1		1077042755372814
398115		0		1077045741534593
303550		0		1077044007789296
303550		0		1077044007712096
303531		-1		1077044007732193
303531		0		1077044007780897
303552		-1		1077044007732797
399955		0		1077045741534562
399955		-1		1077042755384381
303550		-1		1077044007732094
397095		-1		1077044007589698
397094		-1		1077044007579477
397093		-1		1077044007586079
303693		0		1077045741534517
303693		-1		1077046741070777
303693		0		1077042755372999
396699		-1		1076645951850615
391730		-1		1077048341573641
391732		-1		1077048341573689
396699		0		1076645951806841
396952		0		1077044265087042
396686		0		1076645951865244
396698		0		1076645951859540
396952		-1		1077044265636479
396950		0		1077044265087066
396950		-1		1077044265636431
396698		-1		1076645951887444
742037		0		1077334691006473
742067		-1		1077334691398578
830177		-1		1077046741079572
830177		0		1077045741534579
742037		-1		1077334691580966
830177		0		1077046107972974
830177		0		1077042755372784
742027		0		1077334691005476
858077		-1		1077744471570948
746817		0		1077044010896677
746817		-1		1077044007731899
742087		-1		1077334691302490
858077		0		1077045641570943
742017		-1		1077334691303596
742027		-1		1077334691580096
376247		0		1077044010982370
376307		-1		1077044010876976
403790		-1		1077044265643217
403890		-1		1077044007746695
403899		-1		1077044007746794
403884		-1		1077042322175718
403883		-1		1077042322175701
403744		-1		1077044007745896
403580		-1		1077046741107282
403799		-1		1077044265643293
403798		-1		1077044265655746
403786		-1		1077046741197283
403665		-1		1077044007734494
403640		-1		1077044265657429
403649		-1		1077044265657405
403536		-1		1076022777705822
403511		-1		1077042322175619
403517		-1		1077041165096600
403794		-1		1077044007734197
417227		-1		1077044010895779
417397		0		1077044007795891
417397		-1		1077044007732391
403593		-1		1077044265656767
403595		-1		1077044265656804
439797		0		1077048341741675
439797		-1		1077048341469579
439727		-1		1077048341465359
493407		0		1077044280575371
493407		0		1077044265285622
493407		-1		1077044265649714
432307		-1		1077334691890188
403592		-1		1077044265656491
403591		-1		1077044265656477
403590		-1		1077044265656354
403442		-1		1077044007713499
403432		-1		1077042322175626
349253		-1		1077044265665080
349255		-1		1077044265665905
403594		-1		1077044265656880
438627		-1		1077334691315490
349254		-1		1077044265665967
364867		0		1077045741534029
364867		-1		1077042755372760
300375		0		1077044007711792
300341		0		1077044010897872
300150		-1		1077048341506991
300280		0		1077044265500954
300280		-1		1077044265629280
300341		-1		1077044007731790
300341		0		1077044007711990
300235		-1		1077044007818194
307909		-1		1077044007709096
304055		0		1077744471585287
304055		-1		1077042322175640
304776		0		1077044007729292
308298		-1		1077044265500015
308298		0		1077044265629341
308299		0		1077044265500091
304776		0		1077044007796690
304776		-1		1077044007731592
304825		0		1077744471585386
304825		0		1077045641585381
304825		-1		1077042322175633
308299		-1		1077044265629129
308291		0		1077044265500077
308291		0		1077044265500084
307900		-1		1077044007709898
308291		-1		1077044265629143
300375		-1		1077044007731998
304127		-1		1074744669720011
307080		-1		1077044007713291
307080		0		1077044007703797
307089		-1		1077044007739192
307089		0		1077044007713598
300582		-1		1077044265641602
300582		0		1077044265622205
300582		0		1077044265504570
300582		0		1077044265504464
300580		-1		1077044265641787
300580		0		1077044265622304
300580		0		1077044265501616
300583		-1		1077044265641688
308292		-1		1077044265629365
308884		-1		1077044265637445
300586		0		1077044265622229
307758		-1		1074744687586897
300599		-1		1077044265641640
300599		0		1077044265622045
300599		0		1077044265501791
300598		-1		1077044265641664
300598		0		1077044265622144
300583		0		1077044265501777
300586		-1		1077044265641626
300583		0		1077044265622120
300586		0		1077044265501647
300586		0		1077044265501630
300585		-1		1077044265640421
300585		0		1077044265622380
300585		0		1077044265501678
300584		-1		1077044265640445
300584		0		1077044265622106
300584		0		1077044265501692
300598		0		1077044265501654
308094		-1		1077044007701991
306285		-1		1077044007732292
306333		-1		1077044007706194
306285		0		1077044007792890
309821		0		1077334691005070
309821		-1		1077334691580072
300596		-1		1077744471053731
307859		0		1077044007701199
300060		-1		1077044265629167
300060		0		1077044265517518
307854		-1		1077044007708297
307850		-1		1077044007734692
307859		-1		1077044007734890
307846		-1		1077044007734395
307846		0		1077044007730496
307846		0		1077044007702592
307845		0		1077044007709393
307843		-1		1077044007709294
307842		-1		1077044007734791
307842		0		1077044007701090
307850		0		1077044007709195
300146		-1		1077048341506977
305305		0		1077044265580376
305305		-1		1077044265618505
308884		0		1077044265508875
308885		0		1077044265508752
308885		-1		1077044265637407
308292		0		1077044265500930
307845		-1		1077044007734098
307869		-1		1077044007700598
306572		0		1077045741776894
306572		-1		1077046741070968
306572		0		1077042755372852
300739		-1		1077044265635427
300570		-1		1077044007717190
300578		-1		1077044007720794
300578		0		1077044007717398
307750		-1		1074744687586828
307758		0		1074744687586804
300158		-1		1077048341506854
300739		0		1077044265515590
307848		-1		1077044007700796
307830		-1		1077044007701595
307838		-1		1077044007701397
307826		-1		1077044007701298
308853		-1		1077048341590112
300859		0		1077056341797110
300859		-1		1077042755384343
301931		-1		1077044265640544
301933		0		1077044265622182
301933		0		1077044265535574
301933		0		1077044265535468
301932		-1		1077044265640568
301932		0		1077044265622373
301129		-1		1077334691603375
301128		-1		1077334691603474
301067		-1		1077044265538698
301933		-1		1077044265640582
301932		0		1077044265535505
307844		-1		1077044007702790
301931		0		1077044265622243
301931		0		1077044265535420
301930		-1		1077044265640506
301930		0		1077044265622168
301930		0		1077044265535413
301930		0		1077044265535406
301932		0		1077044265622267
301936		0		1077044265535451
301934		-1		1077044265640469
301934		0		1077044265535482
301936		-1		1077044265640520
301936		0		1077044265535444
301936		0		1077044265622281
301934		0		1077044265622069
301934		0		1077044265535499
318178		-1		1077044288960674
318295		-1		1077044007732599
313655		-1		1077048341454247
318295		0		1077044007736191
305437		0		1077046106677535
799452		-1		1077045341093940
799461		-1		1077045341094817
390125		-1		1077760174556935
390125		0		1077042524576818
257867		0		1077042755372647
257867		-1		1077046741079510
257867		0		1077045741534081
305485		0		1077046106678693
391344		0		1077046106677566
391348		0		1077046106677542
391336		0		1077046106677528
391395		0		1077046106678679
391398		0		1077046106678686
947926		0		1077044263084258
947925		0		1077044263084227
390125		0		1077047655907067
947926		-1		1077044263084166
947925		-1		1077044263084135
319859		0		1077044265623042
319982		-1		1077044265629242
319983		-1		1077044265629303
319998		-1		1077044265629105
319980		-1		1077044265629327
313658		-1		1077048341465830
319989		-1		1077044265629204
313659		-1		1077048341465816
319716		-1		1077044265538780
318655		-1		1077044007732896
318655		0		1077044007712898
318143		-1		1077744471677920
319981		-1		1077044265629228
318166		-1		1077044288550691
319859		-1		1077044265655722
302949		-1		1077044007733299
319493		0		1079714689183733
318272		-1		1077045841001193
318367		0		1077048341468091
318367		-1		1077048341469531
318368		-1		1077048341468916
318369		-1		1077048341468930
318355		-1		1077044265552830
318354		-1		1077044265637421
302949		0		1077044007714892
302936		-1		1077044007733398
302936		0		1077044007714991
318361		-1		1077048341468077
319491		0		1079714689183719
319491		-1		1076947675688971
319492		0		1079714689183757
302070		-1		1076645951506819
302070		0		1076645951865640
302129		0		1077044265612657
318700		0		1077044007735897
302006		-1		1077744471053540
318703		-1		1077044007723993
318700		-1		1077044007733596
302023		0		1077044265540042
318355		0		1077044265637469
302024		0		1077044265540028
318709		-1		1077044007735699
302024		-1		1077044265630828
302025		0		1077044265540189
302025		-1		1077044265630866
318708		-1		1077044007723795
302973		-1		1077044007733091
302973		0		1077044007714694
318354		0		1077044265552816
302023		-1		1077044265630804
319572		-1		1077334691683278
319492		-1		1076947675688995
302121		-1		1077044265565168
318257		-1		1077044265657139
319573		-1		1077334691589563
318257		0		1077044265604454
319609		-1		1077744471054837
318245		0		1077044265604430
318742		-1		1077049141501001
319493		-1		1076947675689213
313720		-1		1077048341454506
319584		0		1077044007713994
319584		-1		1077044007731394
313721		-1		1077048341454520
302120		0		1077044265612695
319616		-1		1077045382870944
302116		-1		1077044265565144
302128		-1		1077044265565182
302128		0		1077044265612794
302129		-1		1077044265565281
319501		-1		1077046107694401
319502		-1		1077042755303344
302120		-1		1077044265565106
318031		-1		1077044007736597
319376		-1		1077334691306276
319375		-1		1077334691782896
318033		-1		1077044007736290
319370		-1		1077042667995972
319379		-1		1077042667995859
313420		-1		1077044007721890
313429		-1		1077044007721791
313428		-1		1077044007721692
322507		-1		1077044010894277
319340		-1		1077744471677029
319220		-1		1077044007730892
318843		-1		1077041947148602
313421		-1		1077044007721999
319211		-1		1077044265634598
318914		0		1077044265545320
318609		-1		1077044007735798
318609		0		1074035614537489
318698		-1		1077044395698026
318914		-1		1077044265635489
313583		-1		1077044265629389
302449		-1		1074744794921604
319343		-1		1077041947148695
313583		0		1077044265561542
319345		-1		1077744725596663
319146		-1		1077044265630767
319158		0		1077044265534317
318039		-1		1077048341468022
318038		-1		1077048341468046
319364		-1		1077046741093721
302520		0		1077044007725195
319388		-1		1077044007737396
797636		-1		1077044265654190
306944		0		1077046841542891
799241		0		1073318141123815
799240		0		1073318141194068
799249		0		1073318141156981
799248		0		1073318141156851
344481		-1		1076644931320735
344483		-1		1077046741808219
349912		-1		1073386341895085
418807		0		1076947674926616
445197		-1		1077045641573647
445107		-1		1077045641573081
445147		-1		1077045641573777
643491		0		1077044078577020
199488		0		1077046498571923
343279		-1		1077044265616440
343271		-1		1077044265616419
326652		-1		1077337051886715
326651		-1		1077044265614620
305787		-1		1077045641578772
303388		-1		1077045641743996
349293		-1		1077045641809579
349226		-1		1073330122582671
349225		-1		1073330122582695
349221		-1		1076947675067899
349780		-1		1077045641805267
349782		0		1077045641801696
349783		0		1077045641801610
349791		-1		1077044265644610
349792		-1		1077044265644696
349793		-1		1077044265644634
494157		-1		1073330149775025
