sku		primary		consumer_unit_ean
799496		-1		1077044265617935
799490		-1		1077044265617058
799408		-1		1077044265617959
799499		-1		1077044265617270
798469		-1		1074353694094068
798538		-1		1077046041678895
799407		-1		1077044265617072
798375		-1		1077045714576469
799491		-1		1077044265617157
799482		-1		1077044265617973
799484		-1		1077044265617911
799485		-1		1077044265617195
799486		-1		1077044265617119
799497		-1		1077044265617133
799498		-1		1077044265617096
799113		-1		1077046041687224
799114		-1		1077046041687217
799280		-1		1077045341073058
799176		-1		1077046102156980
799175		-1		1077046102156058
799174		-1		1077046102156713
794214		0		1076947672561833
794152		-1		1077044265630095
794152		0		1077044265502705
794214		0		1076947674371874
799090		-1		1077042826375638
799009		-1		1077046041686395
794214		-1		1076947675222519
795283		-1		1077046041677539
799020		-1		1076947675146372
799029		-1		1076947675133389
799028		-1		1076947675133396
793305		-1		1077045714576445
799021		-1		1076947675101845
793318		-1		1077045714576452
794943		0		1077044043776731
794943		-1		1077045241458511
799016		-1		1076947675198258
799018		-1		1077046041673401
799003		-1		1077046041686340
799011		0		1077046102922066
799001		-1		1077046041686326
799006		-1		1077046041079043
799011		-1		1077046102062441
398225		-1		1074745729681501
398225		0		1074745729566235
303152		-1		1077044265587351
303153		-1		1077044265587078
303151		-1		1077044265587092
303020		-1		1077044265587016
397363		0		1077044265071508
390685		-1		1074744682669175
397363		-1		1077044265605499
303808		0		1077044265574610
303895		-1		1077044265524004
303895		0		1077044265574696
303808		-1		1077044265524080
742247		0		1077044043925894
742247		-1		1077045341005516
306778		-1		1077046041078329
301870		0		1077044265517860
301870		-1		1077044265687556
306763		-1		1077046041077292
301416		0		1077044043833380
301416		0		1077044043971754
301416		-1		1077045241444514
306746		-1		1077046041078817
306745		-1		1077046041078893
306755		-1		1077046041078336
306765		-1		1077046041077209
306756		-1		1077046041078350
306768		-1		1077046041078435
306760		-1		1077046041078237
301416		0		1077046102107890
301873		0		1077044265517907
301944		-1		1077044265614989
301944		0		1077044265537097
301873		-1		1077044265687518
301044		-1		1077044936411152
301042		-1		1077044936411053
301043		0		1077044936417154
301043		0		1077044936418076
301043		0		1077044936410964
301043		-1		1077044936411114
301044		0		1077044936417116
301044		0		1077044936418045
301042		0		1077044936418182
301045		0		1077044936417192
301045		0		1077044936418069
301045		0		1077044936410049
301045		-1		1077044936411138
301046		-1		1077044936417017
301057		-1		1077044936417031
301044		0		1077044936410025
306744		-1		1077046041078701
301042		0		1077044936410940
301003		-1		1077046041679090
301008		-1		1077044265614828
301008		0		1077044265537950
301042		0		1077044936417291
301007		-1		1077044265614842
301007		0		1077044265537936
301004		-1		1077046041679014
306715		-1		1077046041077599
306712		-1		1077046041078190
301132		-1		1077046041077346
301133		-1		1077046041078442
306710		-1		1077046041078855
306743		-1		1077046041078787
306742		-1		1077046041078664
306713		-1		1077046041078206
306725		-1		1077046041077131
306723		-1		1077046041077155
306706		-1		1077046041077339
306718		-1		1077046041077261
595623		-1		1077044265634826
595623		0		1077044265546976
605857		-1		1077044377245729
663522		-1		1074744682634272
798327		-1		1077044370952273
798327		0		1077055841575198
796152		-1		1077044053701808
796152		0		1077044053794947
715047		-1		1077044053578196
394762		-1		1077044265546853
394762		0		1077044265634864
394149		-1		1077044265556616
394149		0		1077044265634284
252167		0		1077044053571975
252157		0		1077044053571869
394924		-1		1072483011779209
268747		-1		1077047268575875
252167		-1		1077044053701761
394924		0		1072483011775607
252157		-1		1077044053701747
252257		-1		1077044053702584
394933		-1		1072483011775614
252257		0		1077044053560610
233667		0		1077044059086787
233657		0		1077044059087784
396762		-1		1077044265634208
396824		0		1077044053702676
396829		0		1077044053702638
396829		-1		1077044053010610
396762		0		1077044265082252
396820		0		1077044053090612
396824		0		1077044053708111
396820		-1		1077044053702737
303298		-1		1077044014032460
396824		-1		1077044053930611
392561		-1		1079370855206349
390815		-1		1078335913510456
760707		0		1072341301825961
760707		-1		1072341301724561
822557		0		1077044370779696
822557		-1		1077044370952150
494447		-1		1077044172996895
403633		-1		1077045154881628
403716		-1		1076956851847545
403736		-1		1077044265654886
403433		-1		1077044053445504
439547		-1		1077044053702522
439547		0		1077044053576314
439517		-1		1077044053701884
439517		0		1077044053575430
403728		-1		1079096851847521
403701		-1		1077044086580654
403702		-1		1077044086580630
438617		0		1077044053574150
403743		-1		1077044265656828
403549		-1		1077044023006018
403548		-1		1077044939634992
403691		-1		1076956851897496
403692		-1		1076956851897304
403648		-1		1077044075546609
403604		-1		1077044053717915
413147		-1		1077044377412237
403510		-1		1077044149486558
403496		-1		1077044023006810
490537		-1		1077045154729074
438617		-1		1077044053702508
425117		0		1077044053701860
425117		-1		1077044053572033
307483		-1		1077044265598104
307483		0		1077044265473241
307458		-1		1077044265598883
307446		-1		1077044265598982
306355		-1		1074744682835877
307445		0		1077044292586471
307463		-1		1077044265597893
307481		-1		1077044265598289
307469		-1		1077044265597930
307461		-1		1077044265597091
307452		0		1077044265598906
307452		-1		1077044265653155
307453		-1		1077044265596902
307454		-1		1077044265596926
307445		-1		1077044265598807
307489		-1		1077044265598128
307484		0		1077044265598203
307451		-1		1077044265598845
307493		-1		1077044265596261
307585		-1		1077044265598708
307484		0		1077044265561566
306368		-1		1074744682835273
307456		-1		1077044265598647
307480		-1		1077044265598142
307459		-1		1077044265598869
307484		0		1077044265545917
307413		0		1077044412561593
307430		-1		1077044265597176
307413		-1		1077044265598692
308249		-1		1077044265502620
307414		-1		1077044265597497
307414		0		1077044412561586
307428		-1		1077044265597435
307400		0		1077044265481826
307580		-1		1077044265596186
307476		-1		1077044265598920
307468		-1		1077044265597954
307404		-1		1077044265596148
306282		-1		1077044265584978
307588		-1		1077044265596001
306283		0		1077044053530781
306283		-1		1077044053715638
307410		-1		1077044265597510
307403		-1		1077044265596124
307581		-1		1077044265596063
307405		-1		1077044265596285
307406		-1		1077044265597558
307418		-1		1077044265597459
307409		-1		1077044265596384
307430		0		1077047262725603
307431		-1		1077044265597039
307479		-1		1077044265597251
307440		-1		1077044265597015
307439		-1		1077044265597138
307438		-1		1077044265597053
307478		-1		1077044265597374
307442		-1		1077044265597114
307466		-1		1077044265596025
307484		-1		1077044265633225
307465		-1		1077044265596049
306352		-1		1074744682802176
307443		-1		1077044265597237
307584		-1		1077044265598722
307474		0		1077044265552922
307474		-1		1077044265598005
307473		-1		1077044265598029
307472		-1		1077044265598944
307400		-1		1077044265596100
307424		-1		1077044265597299
307425		-1		1077044265597152
308170		-1		1077827435473988
307496		-1		1077044265596162
307426		-1		1077044265597190
307495		-1		1077044265596209
307494		-1		1077044265596223
300278		-1		1077044265646058
300278		0		1077044265519123
300266		-1		1077044265646010
300266		0		1077044265519109
300265		0		1077044265624322
300265		-1		1077044265562280
300265		0		1077044265523847
300276		0		1077044265523984
300276		-1		1077044265646072
305228		-1		1074744682999579
307254		0		1077044265507618
307254		-1		1077044265633522
300309		-1		1077044265624308
300309		0		1077044265523946
300385		-1		1077045154874828
300388		-1		1077044265646096
300388		0		1077044265523861
306426		-1		1077044265522079
301967		-1		1077044086781600
307253		-1		1077044265633508
304651		-1		1077044053560771
304656		-1		1077044053670777
301903		-1		1077044053706889
304037		0		1077044053573696
304037		-1		1077044053701044
305918		-1		1077044053370776
307252		0		1077044265506567
307252		-1		1077044265633546
307253		0		1077044265507687
305888		-1		1077044265633560
305919		-1		1077044053390774
305888		0		1077044265522512
305889		0		1077044265589423
305889		0		1077044265522598
305889		-1		1077044265634680
305880		0		1077044265589416
305880		0		1077044265522574
305880		-1		1077044265634604
307918		-1		1077044265599408
305888		0		1077044265589409
307590		0		1077044143508218
307594		-1		1077044265595493
307593		-1		1077044265595479
307592		-1		1077044265596940
307591		-1		1077044265597770
307590		-1		1077044265597732
307599		-1		1077044265597718
309768		-1		1074744682850078
309756		-1		1074744682850979
309755		-1		1074744682862071
309754		-1		1072341301045062
307595		-1		1077044265595356
307506		-1		1077044265597916
307505		-1		1077044265597879
307503		-1		1077044265598302
307502		-1		1077044265597473
307509		-1		1077044265597312
307508		-1		1077044265597336
307753		-1		1077044265505911
300695		-1		1079334691138134
300696		-1		1079334691141837
319342		-1		1077044073646509
318523		-1		1077047268572713
319395		-1		1077044265639364
319396		-1		1077044265639487
319341		-1		1077044073756505
302302		0		1077044265624261
302302		-1		1077044265541858
302301		0		1077044265624247
302301		-1		1077044265541834
318088		-1		1077044053715751
318730		-1		1076956941954009
318731		-1		1076956941954092
318733		-1		1076956941076367
313664		-1		1077044265685361
318764		0		1077044265697951
318764		-1		1077044265634246
318765		0		1077044265697937
318782		-1		1077044265524028
313772		-1		1077044265685552
310464		-1		1077044053446723
310463		-1		1077044053446792
310462		-1		1077044053446174
310461		-1		1077044053445580
313521		-1		1076956941036637
318782		0		1077044265612411
313773		-1		1077044265685439
318780		-1		1077044265697999
310534		-1		1077044023006025
313404		-1		1077044265568237
310535		-1		1077044023006056
313986		-1		1077055941374639
313986		0		1077055941374783
318765		-1		1077044265634222
313998		0		1077055941374790
318692		0		1077044149015000
318692		-1		1077044149015970
318691		0		1077044149015031
318691		-1		1077044149015994
318699		-1		1077044149015017
313998		-1		1077055941374646
318699		0		1077044149015987
318899		-1		1077044265540073
313466		0		1077044265592393
313479		-1		1077055941585707
313466		0		1077055941578174
313479		0		1077044265592317
313466		-1		1077055941500663
318829		-1		1079023722578291
313466		0		1077055941505781
319684		-1		1077044053702560
302899		-1		1077044265646171
302899		0		1077044265541711
319578		-1		1074347444195907
319579		-1		1074347444131714
302898		-1		1077044265646119
302898		0		1077044265541797
302849		-1		1077044265624421
302849		0		1077044265531125
302893		-1		1077044265646034
302893		0		1077044265541551
319095		-1		1077044265624384
319093		-1		1077044265639104
302892		-1		1077044265633461
302892		0		1077044265540554
302891		0		1077044265541681
302890		-1		1077044265646195
302890		0		1077044265541773
302891		-1		1077044265633584
319819		-1		1074744767545622
319810		-1		1074744767597157
302641		-1		1077044265547195
302642		-1		1077044265547034
302723		-1		1076956941801303
302723		0		1076956941756757
302992		0		1077044265540998
302133		-1		1077335126576691
302132		-1		1077335126576899
319204		-1		1077044149015048
319280		0		1077044086796994
319280		-1		1073333717929509
302452		0		1077044265531026
302452		-1		1077044265623806
319155		-1		1077044265634840
319155		0		1077044265546839
318191		-1		1077044265606212
302168		-1		1077044075526663
319252		-1		1076956851699083
302454		0		1077044265531040
318322		-1		1074744767551715
302932		0		1077044370952297
318362		-1		1077044265518089
302932		-1		1077044370877378
302932		0		1077044370767976
302931		-1		1077044265530401
302453		0		1077044265531064
319481		-1		1076956941767173
319482		-1		1076956941819322
302992		-1		1077044265628740
302454		-1		1077044265623844
318391		-1		1074744767551685
302453		-1		1077044265623820
319119		-1		1077044086580685
302010		-1		1077044265541575
318383		-1		1077044377215630
319110		-1		1077044370954659
327987		-1		1073333717929523
327987		0		1077044059686888
334897		-1		1077044149487623
310964		-1		1077044265643538
310965		-1		1077044265643590
155367		-1		1077058841675707
941957		-1		1077744672480565
039598		-1		1077048242574792
654748		-1		1074744690606186
634677		-1		1073334058588677
648657		-1		1073348041475882
793552		0		1077049641516970
654870		-1		1073339141514298
793552		-1		1076947674807748
654870		0		1074334067600819
673558		-1		1077046845789674
673555		-1		1077047441697851
673555		0		1077047441673916
673694		-1		1077044265556777
735247		-1		1077049216625175
794095		-1		1077045041875518
794095		0		1077045041876782
797513		0		1074747857235625
797513		-1		1074747857235687
797302		-1		1077042141695695
396448		-1		1079334681521045
396448		0		1079334681810705
212207		-1		1079334691991272
395314		-1		1073335227676928
393911		0		1076956941639685
393911		-1		1076956851679726
268777		-1		1077044093584140
394968		-1		1073334058584679
396581		0		1077047441672292
396581		-1		1077047441697493
396586		0		1077047441678447
396586		-1		1077047441697196
251237		-1		1077044441448704
396598		0		1077047441570796
396598		0		1077047441697233
396598		-1		1077047441690326
396599		0		1077047441672254
396599		0		1077047441697974
396599		-1		1077047441690388
259847		-1		1076947673061233
284037		-1		1074734806572245
275447		0		1077049641516918
275447		-1		1077827434286947
275437		-1		1074334720449168
233017		0		1073345741596015
233017		-1		1074334790909104
259847		0		1074334720838634
391081		0		1073335384584807
391080		0		1073335384584883
391081		-1		1073335384585521
391089		-1		1073335384585514
391089		0		1073335384584814
391080		-1		1073335384585507
397210		-1		1073332041360194
390400		-1		1077044441439962
390409		-1		1077044441431102
397210		0		1072341268676279
390401		-1		1077044441439085
397148		-1		1074354052688004
397148		0		1072341261165534
399314		-1		1073335227284093
398318		-1		1073335227855545
398306		-1		1072437861574125
390440		-1		1072492151552979
391490		-1		1073335384555029
391490		0		1073330526628630
391491		0		1073335384555098
391491		-1		1073330526627633
303178		0		1077044165598112
303178		-1		1077044165215095
392759		-1		1074746895209100
870307		-1		1073348041975672
748177		-1		1074334790924893
742707		0		1077044165590475
748177		0		1079334681686980
742707		-1		1077044165215002
753027		-1		1073339141509201
754077		-1		1079334628611600
754577		-1		1077044254576618
789277		-1		1074734806572993
834947		-1		1073335227978701
834947		0		1073335227978886
785597		-1		1074334790594034
416027		-1		1073359341576698
377827		0		1079334628611396
377827		-1		1079069575576824
403509		0		1077334941760315
377807		-1		1079334628603704
493117		0		1074334790936797
375597		-1		1074334720919685
493117		-1		1074334790972962
378997		-1		1076948141585688
378957		-1		1072379781670177
377817		-1		1079334628603797
493117		0		1079334681686836
403475		-1		1077044093785899
403631		-1		1073335227706694
403630		-1		1073335227707691
403625		-1		1074747762676735
389607		-1		1077044441435216
403792		-1		1077044265650802
403710		-1		1077057041234516
403719		-1		1076947675287877
403718		-1		1076956851768956
403700		-1		1077047441690333
403709		-1		1077045041972347
403708		-1		1077045041972323
403795		-1		1079334628662770
403519		-1		1077047441697936
403518		-1		1077048841787449
403500		-1		1077041218809232
403509		-1		1077334941804088
403476		-1		1077044093786872
403599		-1		1072134661905356
403598		-1		1076947675074200
403713		-1		1077040741603126
361717		-1		1077045041375681
403574		-1		1077047672247375
364997		0		1077045741558513
364997		-1		1073370443746086
404027		-1		1077042141258623
370117		0		1077334141500728
370117		0		1077334141500766
370117		0		1074747189586853
370117		0		1077334141597261
370117		-1		1077334141500605
370117		0		1077334141500612
403733		-1		1077044126984176
403733		0		1077044126984015
403434		-1		1077044053705653
403723		-1		1077049216685728
403722		-1		1077049216685629
403715		-1		1077057041239009
403714		-1		1077042687586952
403774		-1		1077048841788514
403779		-1		1077048841789917
403765		-1		1076947676606851
403764		-1		1076947676600361
403763		-1		1076947676606837
403762		-1		1077044265652523
403761		-1		1077044265657542
403760		-1		1077044265657566
403712		-1		1074734806576991
403773		-1		1077048841788507
420237		-1		1074344990207634
346393		-1		1077047441690302
346393		0		1077047441697073
430297		-1		1077044441592148
308855		-1		1079334621205042
307138		-1		1077044190078641
307148		0		1073335227055570
307344		0		1077044265647147
307148		0		1073335227056256
308855		0		1079334621210824
307148		-1		1073335227058762
307140		-1		1073335227200390
307369		-1		1077044265647123
308878		-1		1074334790836998
307369		0		1077044265565786
307140		0		1073335227287346
307344		-1		1077044265565649
307334		-1		1077044038422537
307888		-1		1073335227874393
300389		-1		1077044265523724
305840		-1		1077044441466760
300338		0		1077044265614606
300314		0		1077043341505708
300314		-1		1077043341505845
300315		0		1077043341533435
300315		-1		1077043341533589
300362		-1		1077044053705615
300338		0		1077044265535840
300361		-1		1077044053705776
300338		-1		1077044265646157
300045		-1		1074032887572216
300046		-1		1074032887572292
300051		-1		1074345962045292
300068		-1		1074747189576755
300933		-1		1077045041971807
300971		-1		1074744690599433
300566		-1		1077045041875594
301001		-1		1077044190098601
301017		-1		1077048241570320
301015		-1		1074038133571125
301228		-1		1077057041546176
304324		-1		1074008181101872
301574		-1		1077827434286084
304396		0		1077044265647284
304396		-1		1077044265565625
305820		-1		1073330526805758
305778		-1		1077044265647161
305778		0		1077044265565663
305602		0		1077044265647208
305602		-1		1077044265565700
304590		-1		1074334790972801
304590		0		1079334691624811
303352		0		1077044348579730
303352		-1		1077041930502602
304963		0		1073330526626636
304963		-1		1073335384555050
308399		-1		1073335227947905
308398		0		1074346676498817
308398		-1		1073335227291398
308390		-1		1073334822790176
308390		0		1073334822737171
309545		-1		1076956941551079
309546		-1		1077044116592619
309796		-1		1077044441464698
309708		-1		1079334621205059
300603		-1		1074368201073610
300602		-1		1077045041971647
300729		-1		1076956851679788
300729		0		1076956941638565
300685		-1		1079334681686911
300685		0		1074334790983111
300691		-1		1079334625620209
300609		-1		1079334621205356
300600		-1		1077045041971654
300754		-1		1074334998678314
300751		-1		1074334998678307
300752		-1		1074334998678338
300683		-1		1079334681559642
300558		-1		1077045041971821
300566		0		1077045041876799
300680		-1		1074334067620794
300608		-1		1079334621205363
300546		-1		1077045041971838
300545		-1		1077045041971814
302883		0		1077044265547973
318833		0		1073335227044260
318833		-1		1073335227044529
302884		-1		1077044265645082
302883		-1		1077044265648311
302888		-1		1077044265641992
302888		0		1077044265547898
302776		-1		1077044265655708
302776		0		1077044265547737
302884		0		1077044265547997
318876		-1		1074334790926231
318874		-1		1074334790927238
302771		0		1077044265547812
302770		-1		1077044265642623
302770		0		1077044265547836
302774		-1		1077044265640384
302774		0		1077044265547850
318992		-1		1077044116624082
318875		-1		1074334790927115
302771		-1		1077044265642784
319244		-1		1077041930502411
302831		0		1077044265547072
318746		0		1077044038915015
318746		-1		1077046000585905
302831		-1		1077044265649677
302840		-1		1076947673190902
318801		-1		1077337081445227
318803		-1		1077044190008600
318804		-1		1077057041371747
302826		0		1077044265547010
302838		-1		1077044265649691
302838		0		1077044265547171
302826		-1		1077044265648557
318232		0		1077042687573273
318232		-1		1077042687586914
302689		-1		1076956841571368
302653		-1		1076956941845932
302639		-1		1077754882695543
318229		-1		1077041930501919
318314		0		1072367351576844
319163		-1		1074744622770817
319402		-1		1077048841786060
318341		-1		1077044265648113
318315		-1		1077827434202794
318336		0		1077044265604027
318336		-1		1077044265648038
318348		0		1077044265604904
318348		-1		1077044265648298
318349		0		1077044265604966
318349		-1		1077044265648137
318340		0		1077044265604003
318341		0		1077044265604089
318342		-1		1077044265604980
318342		0		1077044265648175
318343		0		1077044265604928
318343		-1		1077044265648274
318344		0		1077044265604942
318344		-1		1077044265648151
318345		0		1077044265604867
318345		-1		1077044265648199
318340		-1		1077044265648052
318028		-1		1077044093785837
318020		-1		1077044093785844
318021		0		1076947674742063
318004		-1		1077047241563998
318045		-1		1077044235869371
318046		-1		1077044235869241
302710		-1		1077040741700122
318058		-1		1077044235869302
318097		-1		1077754882684059
318095		0		1076956941639692
319284		-1		1077040741683944
319286		-1		1077040741684941
318095		-1		1076956851679702
302703		-1		1077040741781121
302702		-1		1077040741777124
302706		-1		1077040741699129
318109		-1		1077044093785806
318108		-1		1077044093785882
318071		-1		1077047241563943
318069		-1		1077047241563745
313833		-1		1077046537679672
302114		0		1077044265553806
318492		-1		1074038133571064
302283		-1		1074038133580707
302282		-1		1074038133580783
302114		-1		1077044265648373
313621		-1		1079334681619858
310972		-1		1077057041247455
310908		0		1077044265641916
313515		-1		1077044265561009
313515		0		1077044265641978
310919		-1		1077044265640261
310918		-1		1077044265640247
313519		-1		1077042687579985
313518		-1		1077042687579909
310905		-1		1077044265648519
310900		-1		1077044265547751
310908		-1		1077044265547874
313604		0		1077048841785988
313604		-1		1077048841787395
310900		0		1077044265641015
310971		-1		1077057041247417
313426		0		1077044265643439
313426		-1		1077044265557019
313418		-1		1077057041236633
310466		-1		1074734806505694
313810		0		1077048241570535
313810		0		1077048241571709
313810		-1		1077048241571082
318408		-1		1077041165430619
310522		-1		1077044265640223
310521		-1		1077044265640209
310520		-1		1077044265648533
310529		0		1077044265648250
310529		-1		1077044265547096
310970		-1		1077057041247493
310509		-1		1077057041247080
310508		-1		1077057041247004
310596		-1		1077057041247028
313733		-1		1077044190077811
310502		-1		1077057041233564
318494		-1		1079334698521236
302982		-1		1077057041225620
319272		-1		1077047441699596
318470		0		1077057041223473
318465		-1		1077057041223435
318466		-1		1077057041235131
318477		-1		1077057041223411
318470		-1		1077044441450851
318479		-1		1077057041223497
318402		-1		1076956041570741
338927		-1		1077044190227674
338847		-1		1077044190879170
318420		-1		1079334691384463
318545		-1		1077827434290371
318551		-1		1077045041972873
318538		-1		1074346676499692
319303		-1		1074334790940961
319302		-1		1074334790949667
319301		-1		1074334790948011
319300		-1		1074334790948783
319309		-1		1074334790949087
319308		-1		1074334790949544
318495		-1		1079334698535981
319349		-1		1073335384585590
318524		0		1073335227274575
318524		-1		1073335227200376
319793		-1		1077044865580721
319822		-1		1076956941106149
319804		-1		1077744672429588
319756		-1		1077041930502657
319806		-1		1077057041234592
319769		-1		1077041930502794
319595		-1		1077041930502688
319886		-1		1077041218809782
319899		-1		1077041218809669
319895		-1		1077044265620089
319896		-1		1077044265620966
319036		-1		1073333541959109
319035		-1		1073333541959130
319605		-1		1077057041234684
319059		-1		1076956041205469
319031		-1		1074345602617773
319606		-1		1077057041233502
319555		-1		1077044265646133
319688		0		1077044093777726
319688		-1		1077044093786742
319556		-1		1077044265614682
319555		0		1077044265613562
319556		0		1077044265646270
319633		-1		1077047441697592
319645		-1		1077047441697950
319630		-1		1077827434201186
319466		-1		1077057041233809
319870		0		1074744989216317
301259		0		1077044116686783
319874		-1		1073936247573428
319872		-1		1077057041245109
319870		-1		1077042080514552
319112		-1		1077044265636035
301259		-1		1077044116980867
319908		-1		1077057041234882
301360		-1		1073334058799677
319459		-1		1077044190178679
301332		-1		1077827434296731
301332		0		1077827434295499
301316		-1		1074038133574041
191237		-1		1073335227998822
152257		0		1073332041715994
299317		-1		1079334621527335
152257		-1		1077334141591306
298367		-1		1079334691383459
151807		-1		1077334141578352
298057		-1		1077827434286923
297307		-1		1079334621525782
297307		0		1079334681559772
969187		-1		1077044387056988
969187		0		1077045122078739
969187		0		1077044173905933
793445		-1		1077045830570167
625957		-1		1074334969705278
640847		-1		1073341741202574
663821		-1		1073376432088175
663520		-1		1077334631079321
612827		-1		1074744682531670
612817		-1		1074744682618173
715327		-1		1073334163573919
715327		0		1073334163539977
719147		-1		1077334631079154
719147		0		1077334631079161
394143		-1		1077044265638787
394143		0		1077044265582639
394140		-1		1077044265638701
394140		0		1077044265695223
394140		0		1077044265582622
394143		0		1077044265695247
395370		0		1077044265074790
395371		0		1077044265074714
395371		-1		1077044265647970
395370		-1		1077044265647857
395379		0		1077044265087660
395379		-1		1077044265647086
395366		0		1077044265074776
395364		-1		1077044265647925
395366		-1		1077044265647949
395364		0		1077044265074653
233077		-1		1077044086887470
258637		-1		1074334709579824
229597		0		1077045122078722
229597		-1		1077044387056889
229597		0		1077044173905919
392811		-1		1077044265612978
392811		0		1077044265565724
392810		-1		1077044265573972
398202		-1		1077044173905995
398202		0		1077045122076728
398202		0		1077045122078012
397028		-1		1077044265951299
397016		-1		1077044265613166
397016		0		1077044265562303
397016		0		1077044265582691
397861		-1		1077044265950582
403584		-1		1077044265646218
403589		-1		1077745069579688
403463		-1		1077044939645776
403480		-1		1077044265633348
418547		-1		1077044086855776
344677		-1		1077044280575906
344787		-1		1077044280575944
403530		-1		1077044939075818
403535		-1		1077044939075924
403534		-1		1077044939075993
403533		-1		1077044939075979
403531		-1		1077044939075832
403539		-1		1077044939075894
403526		-1		1077044939075757
403532		-1		1077044939075856
403639		-1		1074387531676162
403783		-1		1077044265644825
403645		-1		1077044173916762
403505		-1		1077044265644801
403638		-1		1074387531671433
403626		-1		1074387531676148
493733		-1		1077044280695048
349252		-1		1077044265654374
306358		-1		1077044265613142
303249		-1		1077044265647994
303249		0		1077044265572432
306346		0		1077044265581885
306346		0		1077044265562389
306346		-1		1077044265613289
306358		0		1077044265599767
306358		0		1077044265562266
307085		0		1077044265691546
307700		0		1077044265593055
307085		-1		1077044265639661
307700		-1		1077044265638367
307085		0		1077044265594403
304293		-1		1077044265589324
300110		-1		1077044265646874
300113		-1		1077044265659928
300113		0		1077044265640698
300113		0		1077044265523120
300128		-1		1077044265553868
300112		0		1077044265523144
300128		0		1077044265622649
300110		0		1077044265523311
300186		-1		1077044265647963
300112		-1		1077044265659942
300128		0		1077044265523960
300436		-1		1077045122078265
300186		0		1077044265519185
301902		-1		1077044939629585
301901		-1		1077044939629509
300186		0		1077044265522277
300941		0		1077044265517204
300941		-1		1077044265637872
301034		-1		1077044939580923
301032		-1		1077044939622074
308065		-1		1074748990686800
308078		-1		1074748990687807
301039		-1		1077044939580909
301038		-1		1077044939580947
309564		-1		1077044939624863
309564		0		1077044055876108
309566		-1		1077044939621800
309566		0		1077044055876139
300358		-1		1077044265637827
300358		0		1077044265537837
302035		0		1077044265552946
313985		-1		1074334760786087
310910		-1		1077044265624506
313985		0		1079834760786087
313984		-1		1076956941046926
302034		-1		1077044265634727
302034		0		1077044265552106
313982		-1		1077044265682674
302036		0		1077044265552960
302036		-1		1077044265631054
302035		-1		1077044265631177
318594		-1		1077044173907906
301325		0		1077044265644849
301325		-1		1077044265531996
302028		-1		1077044939635456
302016		-1		1077044939635494
319025		-1		1077044265638688
319227		-1		1077044265631139
318507		-1		1077044173907517
302078		-1		1077044939636781
319392		-1		1077048242585828
318604		-1		1077434631575288
319894		-1		1077044173901447
302079		-1		1077044939636644
302123		-1		1077044265574801
302122		0		1077044265412363
302904		-1		1077044939635692
318726		-1		1077044265646294
318726		0		1077044265695261
318723		-1		1077044265695384
302069		-1		1077044280695185
302198		-1		1074744682953373
302855		-1		1077044939624061
302854		-1		1077044939624030
302853		-1		1077044939624191
302122		-1		1077044265574887
319838		-1		1077042044355375
301233		-1		1077044939622296
302195		-1		1077044265646751
302195		0		1077044265540257
319850		-1		1077044265506277
319325		-1		1077044939634732
318840		-1		1077044265620027
318840		0		1077044265691829
302809		-1		1074748990407191
302800		-1		1074748990407177
302801		-1		1074748990407184
318841		-1		1077044265620003
302203		-1		1077044086586304
318842		0		1077044265691867
318552		-1		1077042044355894
318553		-1		1077042044355887
302058		-1		1074748990456243
302903		-1		1077044939635685
302204		-1		1077044086586311
318841		0		1077044265691843
319794		-1		1077044939632509
302058		0		1074748990407153
319228		-1		1077044265631153
318842		-1		1077044265620041
319326		-1		1077044939634794
319743		-1		1076956851693937
319795		-1		1077044939632523
319324		-1		1077044939581593
302806		-1		1077044086948010
302821		-1		1077044265555176
313406		0		1077044265633300
318346		0		1077044265609664
310474		-1		1077044939645721
313648		-1		1077044939639843
302638		-1		1077044746578397
310589		-1		1077044939634572
310580		-1		1077044939634596
310581		-1		1077044939634541
318346		-1		1077044265647819
313745		-1		1077044265506239
319523		-1		1077044265612893
319461		0		1077044265609626
319111		-1		1077044265631474
313886		-1		1077044939638327
301261		-1		1077044023575705
318358		0		1077044265609787
313406		-1		1077044265552182
318358		-1		1077044265647833
319524		-1		1077044265612817
319461		-1		1077044265659768
310460		-1		1077044265631191
302602		-1		1077044265588648
302699		-1		1077044265574825
302603		-1		1077044265588709
302698		-1		1077044265574863
313440		0		1077044265646898
302605		-1		1077044265588600
302604		-1		1077044265588662
302691		-1		1077044265574900
313441		0		1077044265014451
302696		-1		1077044265574207
302690		-1		1077044265574986
313441		-1		1077044265624520
313441		0		1077044265568299
302681		-1		1077044265574764
313449		0		1077044265562617
301262		0		1077044023005448
301262		-1		1077044023575729
301261		0		1077044023005455
310473		-1		1077044939645707
302618		-1		1077044265506338
302610		-1		1077044265588723
313440		0		1077044265562631
302686		-1		1077044265574108
313449		-1		1077044265646812
302685		-1		1077044265574924
302684		-1		1077044265574948
302682		-1		1077044265574160
301234		-1		1077044939622289
319153		0		1077044265609640
319153		-1		1077044265659881
313614		0		1077044939637337
313614		-1		1077044939645981
313615		0		1077044939637399
313611		0		1077044939637252
313610		-1		1077044939645813
313611		-1		1077044939645837
313610		0		1077044939637245
319124		-1		1077044265631610
313629		-1		1077044939645943
313616		-1		1077044939645905
313616		0		1077044939637351
313891		-1		1077044939638341
313892		-1		1077044939638471
