	own_sku	ean_list	content	content_unit	description	temperature_zone	shelf_life	volume_mm3	brutto_weight	brutto_weight_unit
4578	G1YOA	{1077044080483074, 1077044080465605, 1077044080489465, 1077044080575007, 1077044080489519}	1077044080483074	0311-Diepvries aardappelp.	HOLLANDSE AARD.SCHOTEL	diepvries	0	1680000.0	444.0	GR
4579	G1YOA	{1077044080483074, 1077044080465605, 1077044080489465, 1077044080575007, 1077044080489519}	1077044080489519	0311-Diepvries aardappelp.	HOLLANDSE AARD.SCHOTEL	diepvries	0	1680000.0	444.0	GR
4580	7ojVr	{1077041315738978, 1077044088050155, 1077041315738862, 1077044088550150}	1077041315738978	0322-Diepvries visprodukten	VISSCHNITZELS	diepvries	0	787500.0	335.0	GR
4581	7ojVr	{1077041315738978, 1077044088050155, 1077041315738862, 1077044088550150}	1077044088050155	0322-Diepvries visprodukten	VISSCHNITZELS	diepvries	0	787500.0	335.0	GR
4582	16vnn	{1077044265643842, 1077044265643859}	1077044265643859	0311-Diepvries aardappelp.	OVENFRITES	diepvries	0	2538000.0	670.0	GR
4583	xnR6Y	{1074748448177850, 1074748448578763}	1074748448177850	0322-Diepvries visprodukten	OCEAN CUISINE MOSTERD&KRUIDEN	diepvries	0	870000.0	272.0	GR
4584	EnVrA	{1074748448578732, 1074748448177829}	1074748448177829	0322-Diepvries visprodukten	OCEAN CUISINE PETERSELIE	diepvries	0	870000.0	281.0	GR
4585	8vOPo	{1077044888533728, 1077044888564722, 1077044888534046, 1077044888675046}	1077044888533728	0322-Diepvries visprodukten	PANGALICIOUS NATUREL	diepvries	0	1856000.0	325.0	GR
4586	8vOPo	{1077044888533728, 1077044888564722, 1077044888534046, 1077044888675046}	1077044888534046	0322-Diepvries visprodukten	PANGALICIOUS NATUREL	diepvries	0	1856000.0	325.0	GR
4587	rq3va	{1077044265599330, 1077044265612466, 1077044265599323, 1077044265632396, 1077044265632303}	1077044265599330	0310-Diepvries groenten	OOSTERSE WOKMIX	diepvries	0	3080000.0	749.0	GR
4588	rq3va	{1077044265599330, 1077044265612466, 1077044265599323, 1077044265632396, 1077044265632303}	1077044265612466	0310-Diepvries groenten	OOSTERSE WOKMIX	diepvries	0	3080000.0	749.0	GR
4589	rq3va	{1077044265599330, 1077044265612466, 1077044265599323, 1077044265632396, 1077044265632303}	1077044265632303	0310-Diepvries groenten	OOSTERSE WOKMIX	diepvries	0	3080000.0	749.0	GR
4590	MZedo	{1077044166627392, 1077044166927393, 1077044166648038, 1077044166948039}	1077044166927393	0335-Diepvries gebak	VERSE MOKKA SCHNITT	diepvries	0	1716000.0	454.0	GR
4591	MZedo	{1077044166627392, 1077044166927393, 1077044166648038, 1077044166948039}	1077044166948039	0335-Diepvries gebak	VERSE MOKKA SCHNITT	diepvries	0	1716000.0	454.0	GR
4592	9ogZZ	{1077044166927317, 1077044166627316, 1077044166648052, 1077044166948053}	1077044166927317	0335-Diepvries gebak	VERSE SLAGROOM SCHNITT	diepvries	0	1716000.0	467.0	GR
4593	9ogZZ	{1077044166927317, 1077044166627316, 1077044166648052, 1077044166948053}	1077044166948053	0335-Diepvries gebak	VERSE SLAGROOM SCHNITT	diepvries	0	1716000.0	467.0	GR
4594	kAMda	{1077044166648045, 1077044166927300, 1077044166627309, 1077044166948046}	1077044166927300	0335-Diepvries gebak	VERSE ZW.W.KIRSCH SCHNITT	diepvries	0	1716000.0	441.0	GR
4595	kAMda	{1077044166648045, 1077044166927300, 1077044166627309, 1077044166948046}	1077044166948046	0335-Diepvries gebak	VERSE ZW.W.KIRSCH SCHNITT	diepvries	0	1716000.0	441.0	GR
4596	bknzv	{1077044080484637, 1077044080458270, 1077044080458287}	1077044080458287	0311-Diepvries aardappelp.	FRIDEAAL FRANSE FRITES	diepvries	0	2288000.0	711.0	GR
4597	bknzv	{1077044080484637, 1077044080458270, 1077044080458287}	1077044080484637	0311-Diepvries aardappelp.	FRIDEAAL FRANSE FRITES	diepvries	0	2288000.0	711.0	GR
4598	XqE2j	{1077334561229988, 1077046741968036, 1077334561475910, 1077056341674879}	1077334561229988	0331-Schepijs	ADVOCAAT ROYAAL	diepvries	0	2295000.0	570.0	ML
4599	XqE2j	{1077334561229988, 1077046741968036, 1077334561475910, 1077056341674879}	1077334561475910	0331-Schepijs	ADVOCAAT ROYAAL	diepvries	0	2295000.0	570.0	ML
4600	AnMAa	{1073335365995493, 1073335365995479}	1073335365995493	0313-Diepvries pizza's	BISTRO BAG. HAWAII	diepvries	0	1066000.0	283.0	GR
4601	VvQ2a	{1073335365995691, 1073335365995677}	1073335365995691	0313-Diepvries pizza's	BISTRO BAG. SALAMI	diepvries	0	1066000.0	275.0	GR
4602	jEdoz	{1073333874587666, 1073333874687663}	1073333874687663	0313-Diepvries pizza's	BIG PIZZA BBQ CHICKEN	diepvries	0	3862375.0	504.0	GR
4603	a9v6n	{1077044009577600, 1077044009577617}	1077044009577600	0321-Diepvries kipprodukten	KIPFRIETJES	diepvries	0	1608750.0	523.0	GR
4604	e48MD	{1077044402462107, 1077044402572103}	1077044402572103	0324-Diepvries snacks	LOEMPIA	diepvries	0	560000.0	192.0	GR
4605	XqEMG	{1077045952575736, 1077045952673753}	1077045952673753	0236 Diervoeding diepvries	SMULDIER VLEES COMPLEET	diepvries	0	825000.0	413.0	GR
4606	161dA	{1077044402568441, 1077044402465306, 1077044402468444, 1077044402565303}	1077044402565303	0324-Diepvries snacks	BROODJE BAL	diepvries	0	770000.0	144.0	GR
4607	161dA	{1077044402568441, 1077044402465306, 1077044402468444, 1077044402565303}	1077044402568441	0324-Diepvries snacks	BROODJE BAL	diepvries	0	770000.0	144.0	GR
4608	YZrzn	{1077044265517792, 1077044265632419, 1077044265517785, 1077044265632426, 1077044097578299}	1077044265517792	0310-Diepvries groenten	PREI ALA CREME MINI PORTIE	diepvries	0	1197000.0	463.0	GR
4609	YZrzn	{1077044265517792, 1077044265632419, 1077044265517785, 1077044265632426, 1077044097578299}	1077044265632426	0310-Diepvries groenten	PREI ALA CREME MINI PORTIE	diepvries	0	1197000.0	463.0	GR
4610	p038j	{1077044265505560, 1077044265633362, 1077044265506680, 1077044265633478}	1077044265506680	0310-Diepvries groenten	HOLLANDSE SNIJBONEN	diepvries	0	1179750.0	331.0	GR
4611	p038j	{1077044265505560, 1077044265633362, 1077044265506680, 1077044265633478}	1077044265633478	0310-Diepvries groenten	HOLLANDSE SNIJBONEN	diepvries	0	1179750.0	331.0	GR
4612	DnDez	{1077044265506697, 1077044265506604, 1077044265632341, 1077044265632334}	1077044265506604	0310-Diepvries groenten	TUINERWTEN EXTRA FIJN	diepvries	0	940500.0	467.0	GR
4613	DnDez	{1077044265506697, 1077044265506604, 1077044265632341, 1077044265632334}	1077044265632341	0310-Diepvries groenten	TUINERWTEN EXTRA FIJN	diepvries	0	940500.0	467.0	GR
4614	a9Rz0	{1077044265632976, 1077044265509940, 1077044265509957, 1077044265632983}	1077044265509957	0310-Diepvries groenten	SPINAZIE MINI PORTIE	diepvries	0	2265250.0	770.0	GR
4615	a9Rz0	{1077044265632976, 1077044265509940, 1077044265509957, 1077044265632983}	1077044265632983	0310-Diepvries groenten	SPINAZIE MINI PORTIE	diepvries	0	2265250.0	770.0	GR
4616	36oQ0	{1077044265632921, 1077044265632914, 1077044265509933, 1077044265509926}	1077044265509933	0310-Diepvries groenten	SPINAZIE CREME MINI PORTIE	diepvries	0	2265250.0	771.0	GR
4617	36oQ0	{1077044265632921, 1077044265632914, 1077044265509933, 1077044265509926}	1077044265632921	0310-Diepvries groenten	SPINAZIE CREME MINI PORTIE	diepvries	0	2265250.0	771.0	GR
4618	yEjxP	{1077056341192496, 1077334561278955, 1077334561278948, 1077334561484240}	1077334561278955	0332-Multipacks	SPLIT	diepvries	0	2167500.0	613.0	GR
4619	yEjxP	{1077056341192496, 1077334561278955, 1077334561278948, 1077334561484240}	1077334561484240	0332-Multipacks	SPLIT	diepvries	0	2167500.0	613.0	GR
4620	AndG9	{1077044265509513, 1077044265576577, 1077044265629556, 1077044265629549}	1077044265509513	0332-Multipacks	CORNETS PREMIUM	diepvries	0	2265250.0	515.0	ML
4621	AndG9	{1077044265509513, 1077044265576577, 1077044265629556, 1077044265629549}	1077044265629556	0332-Multipacks	CORNETS PREMIUM	diepvries	0	2265250.0	515.0	ML
4622	a9R5p	{1073335365580064, 1073335365587933, 1073335365184774, 1073335365184798}	1073335365184798	0313-Diepvries pizza's	CASA DI M. PIZZA PROS.FUNGHI	diepvries	0	2704000.0	547.0	GR
4623	a9R5p	{1073335365580064, 1073335365587933, 1073335365184774, 1073335365184798}	1073335365587933	0313-Diepvries pizza's	CASA DI M. PIZZA PROS.FUNGHI	diepvries	0	2704000.0	547.0	GR
4624	d61Ea	{1073335365587193, 1073335365184491, 1073335365580101, 1073335365184477}	1073335365184491	0313-Diepvries pizza's	CASA DI M. PIZZA TONNO	diepvries	0	2704000.0	541.0	GR
4625	d61Ea	{1073335365587193, 1073335365184491, 1073335365580101, 1073335365184477}	1073335365587193	0313-Diepvries pizza's	CASA DI M. PIZZA TONNO	diepvries	0	2704000.0	541.0	GR
4626	MZEM7	{1073335365184873, 1073335365184897, 1073335365587070, 1073335365580170}	1073335365184897	0313-Diepvries pizza's	CASA DI M. PIZZA QUATTRO FORMA	diepvries	0	2704000.0	512.0	GR
4627	MZEM7	{1073335365184873, 1073335365184897, 1073335365587070, 1073335365580170}	1073335365587070	0313-Diepvries pizza's	CASA DI M. PIZZA QUATTRO FORMA	diepvries	0	2704000.0	512.0	GR
4628	9o1OA	{1073335365587056, 1073335365580194, 1073335365184095, 1073335365184071}	1073335365184095	0313-Diepvries pizza's	CASA DI M. PIZZA SALAME	diepvries	0	2704000.0	493.0	GR
4629	9o1OA	{1073335365587056, 1073335365580194, 1073335365184095, 1073335365184071}	1073335365587056	0313-Diepvries pizza's	CASA DI M. PIZZA SALAME	diepvries	0	2704000.0	493.0	GR
4630	GnYXe	{1073333874689964, 1073333874589967}	1073333874689964	0313-Diepvries pizza's	PICCOLINIS TRE FORMAGGI	diepvries	0	1430000.0	111.0	GR
4631	nqPd0	{1077044888537610, 1077045952672756}	1077044888537610	0236 Diervoeding diepvries	SMULDIER COMPLEET	diepvries	0	825000.0	407.0	GR
4632	oBD97	{1077044402565600, 1077044402465603}	1077044402565600	0324-Diepvries snacks	NASIBLOKKEN	diepvries	0	668250.0	349.0	GR
4633	16WgB	{1077044402465696, 1077044402565693}	1077044402565693	0324-Diepvries snacks	BAMISCHIJVEN 4ST	diepvries	0	668250.0	352.0	GR
4634	XqkM0	{1077044080454616, 1077044080484057, 1077044080484019, 1077044080453213}	1077044080453213	0311-Diepvries aardappelp.	SUPER CRUNCH HOLLANDSE FRITES	diepvries	0	2576000.0	696.0	GR
4635	XqkM0	{1077044080454616, 1077044080484057, 1077044080484019, 1077044080453213}	1077044080484057	0311-Diepvries aardappelp.	SUPER CRUNCH HOLLANDSE FRITES	diepvries	0	2576000.0	696.0	GR
4636	qXbgX	{1077044265623882, 1077044265623899, 1077044265530623}	1077044265623899	0332-Multipacks	SLAGROOMIJS-WAFELS	diepvries	0	2439500.0	330.0	ML
4637	yEjP3	{1077044265648816, 1077044265539589, 1077044265648809, 1077044265539466, 1077044265620621, 1077044265620638}	1077044265539589	0332-Multipacks	SINAS VANILLE-IJSJES	diepvries	0	2280000.0	507.0	ML
4638	yEjP3	{1077044265648816, 1077044265539589, 1077044265648809, 1077044265539466, 1077044265620621, 1077044265620638}	1077044265620638	0332-Multipacks	SINAS VANILLE-IJSJES	diepvries	0	2280000.0	507.0	ML
4639	yEjP3	{1077044265648816, 1077044265539589, 1077044265648809, 1077044265539466, 1077044265620621, 1077044265620638}	1077044265648816	0332-Multipacks	SINAS VANILLE-IJSJES	diepvries	0	2280000.0	507.0	ML
4640	m69B0	{1074334790862850, 1074334790862867}	1074334790862850	0332-Multipacks	MARS ICE CREAM	diepvries	0	828000.0	287.0	GR
4641	nqPmX	{1077046153750571, 1077046153750588, 1077046153757181, 1077046153757174}	1077046153750588	0324-Diepvries snacks	RUNDVLEES BITTERBALLEN 18 ST	diepvries	0	1496250.0	488.0	GR
4642	nqPmX	{1077046153750571, 1077046153750588, 1077046153757181, 1077046153757174}	1077046153757181	0324-Diepvries snacks	RUNDVLEES BITTERBALLEN 18 ST	diepvries	0	1496250.0	488.0	GR
4643	00OVY	{1077044402569738, 1077044402469731, 1077044402567109, 1077044402467102}	1077044402567109	0324-Diepvries snacks	HAMBURGERS	diepvries	0	836000.0	306.0	GR
4644	00OVY	{1077044402569738, 1077044402469731, 1077044402567109, 1077044402467102}	1077044402569738	0324-Diepvries snacks	HAMBURGERS	diepvries	0	836000.0	306.0	GR
4645	5mX90	{1077044265623493, 1077044265519284, 1077044265519277, 1077044265623486}	1077044265519284	0332-Multipacks	CORNETS  AARDBEI	diepvries	0	2265250.0	494.0	ML
4646	5mX90	{1077044265623493, 1077044265519284, 1077044265519277, 1077044265623486}	1077044265623493	0332-Multipacks	CORNETS  AARDBEI	diepvries	0	2265250.0	494.0	ML
4647	kA0oB	{1077044265620188, 1077044265530654, 1077044265530647}	1077044265530654	0332-Multipacks	MINI FRUITFEEST	diepvries	0	1262250.0	374.0	ML
4648	REeea	{1077044080485832, 1077044080484033, 1077044080485849, 1077044080484095}	1077044080484033	0311-Diepvries aardappelp.	SUPER CRUNCH KREUKEL FRIETEN	diepvries	0	2576000.0	679.0	GR
4649	REeea	{1077044080485832, 1077044080484033, 1077044080485849, 1077044080484095}	1077044080485849	0311-Diepvries aardappelp.	SUPER CRUNCH KREUKEL FRIETEN	diepvries	0	2576000.0	679.0	GR
4650	XKg6G	{1077044265539442, 1077044265539459, 1077044265623516, 1077044265623509}	1077044265539459	0332-Multipacks	ICE MACS WIT	diepvries	0	1326000.0	295.0	ST
4651	XKg6G	{1077044265539442, 1077044265539459, 1077044265623516, 1077044265623509}	1077044265623516	0332-Multipacks	ICE MACS WIT	diepvries	0	1326000.0	295.0	ST
4652	vr95o	{1077044265649295, 1077044265649202, 1077044265519291, 1077044265622663}	1077044265649202	0332-Multipacks	SLAGROOMIJS BEKERS	diepvries	0	2928250.0	597.0	ML
4653	g25n8	{1077044265518454, 1077044265643286, 1077044265622601, 1077044265622618, 1077044265518461}	1077044265518461	0332-Multipacks	MINI MACS MIX	diepvries	0	1813500.0	354.0	ML
4654	g25n8	{1077044265518454, 1077044265643286, 1077044265622601, 1077044265622618, 1077044265518461}	1077044265622618	0332-Multipacks	MINI MACS MIX	diepvries	0	1813500.0	354.0	ML
4655	g25n8	{1077044265518454, 1077044265643286, 1077044265622601, 1077044265622618, 1077044265518461}	1077044265643286	0332-Multipacks	MINI MACS MIX	diepvries	0	1813500.0	354.0	ML
4656	0WbB4	{1077046153755682, 1077046153755675, 1077046153755620}	1077046153755620	0324-Diepvries snacks	BORRELGARNITUUR	diepvries	0	905625.0	318.0	GR
4657	0WbB4	{1077046153755682, 1077046153755675, 1077046153755620}	1077046153755675	0324-Diepvries snacks	BORRELGARNITUUR	diepvries	0	905625.0	318.0	GR
4658	rM08G	{1077044080484064, 1077044080484026, 1077044080453237, 1077044080454623}	1077044080453237	0311-Diepvries aardappelp.	SUPER CRUNCH OVENFRITES	diepvries	0	2576000.0	722.0	GR
4659	rM08G	{1077044080484064, 1077044080484026, 1077044080453237, 1077044080454623}	1077044080484064	0311-Diepvries aardappelp.	SUPER CRUNCH OVENFRITES	diepvries	0	2576000.0	722.0	GR
4660	AxKVq	{1077041315736776, 1077041315739012, 1077041315736660, 1077041315739029}	1077041315736776	0322-Diepvries visprodukten	VISSTICKS	diepvries	0	665000.0	323.0	GR
4661	AxKVq	{1077041315736776, 1077041315739012, 1077041315736660, 1077041315739029}	1077041315739029	0322-Diepvries visprodukten	VISSTICKS	diepvries	0	665000.0	323.0	GR
4662	BbkPK	{1077046282579777, 1077046282675110}	1077046282675110	0324-Diepvries snacks	BR.BAPAO KIPSATE	diepvries	0	975000.0	138.0	GR
4663	XKgW1	{1077046282579661, 1077046282675103}	1077046282675103	0324-Diepvries snacks	BR.BAPAO RUNDVLEES	diepvries	0	975000.0	140.0	GR
4664	Zv8eq	{1077046282675196, 1077046282579654}	1077046282675196	0324-Diepvries snacks	BR.BAPAO KIP	diepvries	0	975000.0	140.0	GR
4665	REerz	{1077046282579722, 1077046282579739, 1077046282675134}	1077046282675134	0324-Diepvries snacks	BR.BAPAO VARKENSVLEES	diepvries	0	975000.0	141.0	GR
4666	DbWm5	{1077041315737360, 1077041315737476}	1077041315737476	0310-Diepvries groenten	SPINAZIE FIJN GEHAKT	diepvries	0	1680000.0	810.0	GR
4667	4EoRR	{1077041315737315, 1077041315737308}	1077041315737315	0310-Diepvries groenten	SPINAZIE └ LA CR╚ME	diepvries	0	1176000.0	477.0	GR
4668	QxWgV	{1077044402468581, 1077044402467461, 1077044402567468, 1077044402568588, 1077044402404701}	1077044402567468	0324-Diepvries snacks	RUNDVLEES KROKET	diepvries	0	728000.0	300.0	GR
4669	QxWgV	{1077044402468581, 1077044402467461, 1077044402567468, 1077044402568588, 1077044402404701}	1077044402568588	0324-Diepvries snacks	RUNDVLEES KROKET	diepvries	0	728000.0	300.0	GR
4670	xGqYO	{1077044402567338, 1077044402467331}	1077044402567338	0324-Diepvries snacks	CARRERO	diepvries	0	1020000.0	423.0	GR
4671	EYWjx	{1077044402567345, 1077044402467348}	1077044402567345	0324-Diepvries snacks	PIKANTO	diepvries	0	928000.0	418.0	GR
4672	2mXRj	{1077044402567444, 1077044402467447}	1077044402567444	0324-Diepvries snacks	FIJNPROEVERS KALFSKROKET	diepvries	0	862750.0	318.0	GR
4673	Gd3mZ	{1077044402412256, 1077044402512253}	1077044402512253	0324-Diepvries snacks	FIJNPROEVERS KIPSATEKROKET	diepvries	0	862750.0	318.0	GR
4674	VWKE8	{1077044402567192, 1077044402467195, 1077044402568038, 1077044402468031}	1077044402567192	0324-Diepvries snacks	KROKETBURGER	diepvries	0	940500.0	346.0	GR
4675	VWKE8	{1077044402567192, 1077044402467195, 1077044402568038, 1077044402468031}	1077044402568038	0324-Diepvries snacks	KROKETBURGER	diepvries	0	940500.0	346.0	GR
4676	xGq9O	{1077048235729024, 1077048235729017}	1077048235729024	0335-Diepvries gebak	MINI TOMPOUCE	diepvries	0	905625.0	239.0	GR
4677	qd0Yj	{1077044265640728, 1077044265682841, 1077044265682834, 1077044265640711}	1077044265640728	0324-Diepvries snacks	KIPSATE MET STOKJES	diepvries	0	250000.0	148.0	GR
4678	qd0Yj	{1077044265640728, 1077044265682841, 1077044265682834, 1077044265640711}	1077044265682841	0324-Diepvries snacks	KIPSATE MET STOKJES	diepvries	0	250000.0	148.0	GR
4679	g25D5	{1077044265687716, 1077044265627491, 1077044265627484, 1077044265687723}	1077044265627491	0311-Diepvries aardappelp.	AARDAPPEL BOLLETJES	diepvries	0	2530000.0	604.0	GR
4680	g25D5	{1077044265687716, 1077044265627491, 1077044265627484, 1077044265687723}	1077044265687723	0311-Diepvries aardappelp.	AARDAPPEL BOLLETJES	diepvries	0	2530000.0	604.0	GR
4681	5ovbo	{1077044265627361, 1077044265687730, 1077044265687747, 1077044265627477}	1077044265627477	0311-Diepvries aardappelp.	AARDAPPEL KROKETJES	diepvries	0	2640000.0	595.0	GR
4682	5ovbo	{1077044265627361, 1077044265687730, 1077044265687747, 1077044265627477}	1077044265687747	0311-Diepvries aardappelp.	AARDAPPEL KROKETJES	diepvries	0	2640000.0	595.0	GR
4683	dK2kA	{1077044265687761, 1077044265687754, 1077044265627316, 1077044265627309}	1077044265627316	0311-Diepvries aardappelp.	AARDAPPEL PARTJES	diepvries	0	2000000.0	591.0	GR
4684	dK2kA	{1077044265687761, 1077044265687754, 1077044265627316, 1077044265627309}	1077044265687761	0311-Diepvries aardappelp.	AARDAPPEL PARTJES	diepvries	0	2000000.0	591.0	GR
4685	4EoOR	{1077041315737346, 1077041315737339}	1077041315737346	0310-Diepvries groenten	SPINAZIE FIJN GEHAKT	diepvries	0	1176000.0	462.0	GR
4686	dK2kW	{1077044402524232, 1077044402424235}	1077044402524232	0324-Diepvries snacks	FUNMIX ORIGINAL 32 ST	diepvries	0	2574000.0	507.0	GR
4687	DbW4p	{1077044265690488, 1077044265665868, 1077044265690471}	1077044265665868	0322-Diepvries visprodukten	KIBBELING	diepvries	0	1430000.0	371.0	GR
4688	DbW4p	{1077044265690488, 1077044265665868, 1077044265690471}	1077044265690488	0322-Diepvries visprodukten	KIBBELING	diepvries	0	1430000.0	371.0	GR
4689	3mW3a	{1077044402568281, 1077044402468284}	1077044402568281	0324-Diepvries snacks	RUNDVLEES BITTERBALLEN	diepvries	0	990000.0	260.0	GR
4690	BbkDB	{1077044166645600, 1077044166945601}	1077044166945601	0335-Diepvries gebak	STREEPTOMPOUCEN	diepvries	0	1039500.0	299.0	GR
4691	4EoVP	{1077046107763114, 1077334561437727}	1077334561437727	0331-Schepijs	KARAMEL TRAKTATIE	diepvries	0	584375.0	128.0	ML
4692	Zv8M7	{1077041315735472, 1077041315735366}	1077041315735472	0310-Diepvries groenten	BLADSPINAZIE	diepvries	0	768000.0	496.0	GR
4693	2mXyV	{1077044080482992, 1077044080482985, 1077044080648770}	1077044080482985	0311-Diepvries aardappelp.	ROSTI ORIGINAL	diepvries	0	2600000.0	746.0	GR
4694	2mXyV	{1077044080482992, 1077044080482985, 1077044080648770}	1077044080648770	0311-Diepvries aardappelp.	ROSTI ORIGINAL	diepvries	0	2600000.0	746.0	GR
4695	Gd3vv	{1077044080482916, 1077044080482909}	1077044080482909	0311-Diepvries aardappelp.	ROSTI RONDJES	diepvries	0	2860000.0	753.0	GR
4696	vr9Rg	{1077044080484651, 1077044080482381, 1077044080482398}	1077044080482381	0311-Diepvries aardappelp.	VLAAMSE FRIET VAN 'THUIS	diepvries	0	2464000.0	746.0	GR
4697	vr9Rg	{1077044080484651, 1077044080482381, 1077044080482398}	1077044080484651	0311-Diepvries aardappelp.	VLAAMSE FRIET VAN 'THUIS	diepvries	0	2464000.0	746.0	GR
4698	9zKe5	{1077334561431305, 1077334561431398, 1077046107893927}	1077334561431305	0332-Multipacks	MAGNUM CLASSIC	diepvries	0	1518000.0	373.0	ML
4699	9zKe5	{1077334561431305, 1077334561431398, 1077046107893927}	1077334561431398	0332-Multipacks	MAGNUM CLASSIC	diepvries	0	1518000.0	373.0	ML
4700	k5RXB	{1077334561431176, 1077046107893873, 1077334561431060}	1077334561431060	0332-Multipacks	MAGNUM ALMOND	diepvries	0	1518000.0	398.0	ML
4701	k5RXB	{1077334561431176, 1077046107893873, 1077334561431060}	1077334561431176	0332-Multipacks	MAGNUM ALMOND	diepvries	0	1518000.0	398.0	ML
4702	OxEZa	{1073335365384174, 1073335365384198}	1073335365384198	0313-Diepvries pizza's	RISTO PIZZA SPECIALE	diepvries	0	2028000.0	436.0	GR
4703	b2PwK	{1073335365395972, 1073335365395996}	1073335365395996	0313-Diepvries pizza's	RISTO PIZZA BOLOGNESE	diepvries	0	2028000.0	467.0	GR
4704	Gd3po	{1077334561405856, 1077042755231425}	1077334561405856	0332-Multipacks	RAKET	diepvries	0	2167500.0	578.0	ML
4705	o0754	{1077045870501725, 1077048439508869}	1077048439508869	0322-Diepvries visprodukten	TIJGERGARNALEN COCKTAIL	diepvries	0	1911000.0	495.0	GR
4706	XKgYg	{1073333874687731, 1073333874587734}	1073333874687731	0313-Diepvries pizza's	BIG PIZZA CHEESE ONION	diepvries	0	3862375.0	482.0	GR
4707	KPYan	{1077045870538585, 1077048439508913}	1077048439508913	0322-Diepvries visprodukten	SURIMI STICKS	diepvries	0	375000.0	210.0	GR
4708	KPYan	{1077045870538585, 1077048439508913}	1079334641575675	0322-Diepvries visprodukten	SURIMI STICKS	diepvries	0	375000.0	210.0	GR
4709	4EoPw	{1077044265556456, 1077044265556449, 1077044265636257, 1077044265636264}	1077044265556456	0331-Schepijs	SLAGROOMIJS VANILLE PISTACHE	diepvries	0	1820000.0	496.0	ML
4710	4EoPw	{1077044265556456, 1077044265556449, 1077044265636257, 1077044265636264}	1077044265636264	0331-Schepijs	SLAGROOMIJS VANILLE PISTACHE	diepvries	0	1820000.0	496.0	ML
4711	Y4qe5	{1077044265556432, 1077044265556425, 1077044265636226, 1077044265636219}	1077044265556432	0331-Schepijs	SLAGROOMIJS PECAN CARAMEL	diepvries	0	1820000.0	519.0	ML
4712	Y4qe5	{1077044265556432, 1077044265556425, 1077044265636226, 1077044265636219}	1077044265636226	0331-Schepijs	SLAGROOMIJS PECAN CARAMEL	diepvries	0	1820000.0	519.0	ML
4713	eXKA6	{1077044265636288, 1077044265556401, 1077044265556418, 1077044265636271}	1077044265556418	0331-Schepijs	SLAGROOMIJS 3 CHOCOLADES	diepvries	0	1820000.0	521.0	ML
4714	eXKA6	{1077044265636288, 1077044265556401, 1077044265556418, 1077044265636271}	1077044265636288	0331-Schepijs	SLAGROOMIJS 3 CHOCOLADES	diepvries	0	1820000.0	521.0	ML
4715	6QjDo	{1077044265636202, 1077044265636295, 1077044265556494, 1077044265556487}	1077044265556494	0331-Schepijs	SLAGROOMIJS BANANENSPLIT	diepvries	0	1820000.0	518.0	ML
4716	6QjDo	{1077044265636202, 1077044265636295, 1077044265556494, 1077044265556487}	1077044265636202	0331-Schepijs	SLAGROOMIJS BANANENSPLIT	diepvries	0	1820000.0	518.0	ML
4717	2mX6n	{1077044080484040, 1077044080484002, 1077044080487966, 1077044080487959}	1077044080484040	0311-Diepvries aardappelp.	SUPER CRUNCH FRANSE FRITES	diepvries	0	2576000.0	689.0	GR
4718	2mX6n	{1077044080484040, 1077044080484002, 1077044080487966, 1077044080487959}	1077044080487959	0311-Diepvries aardappelp.	SUPER CRUNCH FRANSE FRITES	diepvries	0	2576000.0	689.0	GR
4719	1OYgV	{1077044402569912, 1077044402469915, 1077044402569172, 1077044402469175}	1077044402569172	0324-Diepvries snacks	KIPKORN	diepvries	0	1152000.0	331.0	GR
4720	1OYgV	{1077044402569912, 1077044402469915, 1077044402569172, 1077044402469175}	1077044402569912	0324-Diepvries snacks	KIPKORN	diepvries	0	1152000.0	331.0	GR
4721	QxWvp	{1077044888569208, 1077044888533476}	1077044888533476	0322-Diepvries visprodukten	PANGAFILET	diepvries	0	3307500.0	615.0	GR
4722	REeav	{1077048439508852, 1077045870507383}	1077048439508852	0322-Diepvries visprodukten	GEPANEERDE INKTVISRINGEN	diepvries	0	1911000.0	498.0	GR
4723	xGqV7	{1077044265561504, 1077044265647178, 1077044265647062, 1077044265561511}	1077044265561511	0313-Diepvries pizza's	KROKANTE PIZZA HAWAII	diepvries	0	2187000.0	469.0	GR
4724	xGqV7	{1077044265561504, 1077044265647178, 1077044265647062, 1077044265561511}	1077044265647178	0313-Diepvries pizza's	KROKANTE PIZZA HAWAII	diepvries	0	2187000.0	469.0	GR
4725	EYW8m	{1077044265647024, 1077044265561467, 1077044265561573, 1077044265647031}	1077044265561573	0313-Diepvries pizza's	KROKANTE PIZZA SALAMI	diepvries	0	2187000.0	415.0	GR
4726	EYW8m	{1077044265647024, 1077044265561467, 1077044265561573, 1077044265647031}	1077044265647031	0313-Diepvries pizza's	KROKANTE PIZZA SALAMI	diepvries	0	2187000.0	415.0	GR
4727	AxK8M	{1077044265647000, 1077044265647017, 1077044265561436, 1077044265561429}	1077044265561436	0313-Diepvries pizza's	KROKANTE PIZZA TONIJN	diepvries	0	2187000.0	448.0	GR
4728	AxK8M	{1077044265647000, 1077044265647017, 1077044265561436, 1077044265561429}	1077044265647017	0313-Diepvries pizza's	KROKANTE PIZZA TONIJN	diepvries	0	2187000.0	448.0	GR
